Entry;Entry name;Status;Protein names;Gene names;Organism
Q9UMF0;ICAM5_HUMAN;reviewed;Intercellular adhesion molecule 5 (ICAM-5) (Telencephalin);ICAM5 TLCN TLN;Homo sapiens (Human)
Q9NSI5;IGSF5_HUMAN;reviewed;Immunoglobulin superfamily member 5 (IgSF5) (Junctional adhesion molecule 4) (JAM-4);IGSF5 JAM4;Homo sapiens (Human)
Q8IU57;INLR1_HUMAN;reviewed;Interferon lambda receptor 1 (IFN-lambda receptor 1) (IFN-lambda-R1) (Cytokine receptor class-II member 12) (Cytokine receptor family 2 member 12) (CRF2-12) (Interleukin-28 receptor subunit alpha) (IL-28 receptor subunit alpha) (IL-28R-alpha) (IL-28RA) (Likely interleukin or cytokine receptor 2) (LICR2);IFNLR1 IL28RA LICR2;Homo sapiens (Human)
Q6UXL0;I20RB_HUMAN;reviewed;Interleukin-20 receptor subunit beta (IL-20 receptor subunit beta) (IL-20R-beta) (IL-20RB) (Fibronectin type III domain containing 6) (FNDC6) (IL-20R2);IL20RB DIRS1 UNQ557/PRO1114;Homo sapiens (Human)
P26951;IL3RA_HUMAN;reviewed;Interleukin-3 receptor subunit alpha (IL-3 receptor subunit alpha) (IL-3R subunit alpha) (IL-3R-alpha) (IL-3RA) (CD antigen CD123);IL3RA IL3R;Homo sapiens (Human)
Q9BZV3;IMPG2_HUMAN;reviewed;Interphotoreceptor matrix proteoglycan 2 (Interphotoreceptor matrix proteoglycan of 200 kDa) (IPM 200) (Sialoprotein associated with cones and rods proteoglycan) (Spacrcan);IMPG2 IPM200;Homo sapiens (Human)
P42701;I12R1_HUMAN;reviewed;Interleukin-12 receptor subunit beta-1 (IL-12 receptor subunit beta-1) (IL-12R subunit beta-1) (IL-12R-beta-1) (IL-12RB1) (IL-12 receptor beta component) (CD antigen CD212);IL12RB1 IL12R IL12RB;Homo sapiens (Human)
Q13261;I15RA_HUMAN;reviewed;Interleukin-15 receptor subunit alpha (IL-15 receptor subunit alpha) (IL-15R-alpha) (IL-15RA) (CD antigen CD215) [Cleaved into: Soluble interleukin-15 receptor subunit alpha (sIL-15 receptor subunit alpha) (sIL-15R-alpha) (sIL-15RA)];IL15RA;Homo sapiens (Human)
Q9NRM6;I17RB_HUMAN;reviewed;Interleukin-17 receptor B (IL-17 receptor B) (IL-17RB) (Cytokine receptor-like 4) (IL-17 receptor homolog 1) (IL-17Rh1) (IL17Rh1) (Interleukin-17B receptor) (IL-17B receptor);IL17RB CRL4 EVI27 IL17BR UNQ2501/PRO19612;Homo sapiens (Human)
Q8NFM7;I17RD_HUMAN;reviewed;Interleukin-17 receptor D (IL-17 receptor D) (IL-17RD) (IL17Rhom) (Interleukin-17 receptor-like protein) (Sef homolog) (hSef);IL17RD IL17RLM SEF UNQ6115/PRO20026;Homo sapiens (Human)
O95256;I18RA_HUMAN;reviewed;Interleukin-18 receptor accessory protein (IL-18 receptor accessory protein) (IL-18RAcP) (Accessory protein-like) (AcPL) (CD218 antigen-like family member B) (CDw218b) (IL-1R accessory protein-like) (IL-1RAcPL) (Interleukin-1 receptor 7) (IL-1R-7) (IL-1R7) (Interleukin-18 receptor accessory protein-like) (Interleukin-18 receptor beta) (IL-18R-beta) (IL-18Rbeta) (CD antigen CD218b);IL18RAP IL1R7;Homo sapiens (Human)
P01589;IL2RA_HUMAN;reviewed;Interleukin-2 receptor subunit alpha (IL-2 receptor subunit alpha) (IL-2-RA) (IL-2R subunit alpha) (IL2-RA) (TAC antigen) (p55) (CD antigen CD25);IL2RA;Homo sapiens (Human)
Q8NI17;IL31R_HUMAN;reviewed;Interleukin-31 receptor subunit alpha (IL-31 receptor subunit alpha) (IL-31R subunit alpha) (IL-31R-alpha) (IL-31RA) (Cytokine receptor-like 3) (GLM-R) (hGLM-R) (Gp130-like monocyte receptor) (Gp130-like receptor) (ZcytoR17);IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384;Homo sapiens (Human)
P32927;IL3RB_HUMAN;reviewed;Cytokine receptor common subunit beta (CDw131) (GM-CSF/IL-3/IL-5 receptor common beta subunit) (CD antigen CD131);CSF2RB IL3RB IL5RB;Homo sapiens (Human)
Q01344;IL5RA_HUMAN;reviewed;Interleukin-5 receptor subunit alpha (IL-5 receptor subunit alpha) (IL-5R subunit alpha) (IL-5R-alpha) (IL-5RA) (CDw125) (CD antigen CD125);IL5RA IL5R;Homo sapiens (Human)
Q5VWK5;IL23R_HUMAN;reviewed;Interleukin-23 receptor (IL-23 receptor) (IL-23R);IL23R;Homo sapiens (Human)
P40189;IL6RB_HUMAN;reviewed;Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130);IL6ST;Homo sapiens (Human)
Q9HB29;ILRL2_HUMAN;reviewed;Interleukin-1 receptor-like 2 (IL-36 receptor) (IL-36R) (Interleukin-1 receptor-related protein 2) (IL-1Rrp2) (IL1R-rp2);IL1RL2 IL1RRP2;Homo sapiens (Human)
P78552;I13R1_HUMAN;reviewed;Interleukin-13 receptor subunit alpha-1 (IL-13 receptor subunit alpha-1) (IL-13R subunit alpha-1) (IL-13R-alpha-1) (IL-13RA1) (Cancer/testis antigen 19) (CT19) (CD antigen CD213a1);IL13RA1 IL13R IL13RA;Homo sapiens (Human)
Q8NFR9;I17RE_HUMAN;reviewed;Interleukin-17 receptor E (IL-17 receptor E) (IL-17RE);IL17RE UNQ3056/PRO9877;Homo sapiens (Human)
Q8TDY8;IGDC4_HUMAN;reviewed;Immunoglobulin superfamily DCC subclass member 4 (Neighbor of punc e11) (Protein DDM36) (hDDM36);IGDCC4 DDM36 KIAA1628 NOPE;Homo sapiens (Human)
P01871;IGHM_HUMAN;reviewed;Immunoglobulin heavy constant mu (Ig mu chain C region) (Ig mu chain C region GAL) (Ig mu chain C region OU);IGHM;Homo sapiens (Human)
Q13478;IL18R_HUMAN;reviewed;Interleukin-18 receptor 1 (IL-18R-1) (IL-18R1) (CD218 antigen-like family member A) (CDw218a) (IL1 receptor-related protein) (IL-1Rrp) (IL1R-rp) (CD antigen CD218a);IL18R1 IL1RRP;Homo sapiens (Human)
Q9HBE5;IL21R_HUMAN;reviewed;Interleukin-21 receptor (IL-21 receptor) (IL-21R) (Novel interleukin receptor) (CD antigen CD360);IL21R NILR UNQ3121/PRO10273;Homo sapiens (Human)
Q14626;I11RA_HUMAN;reviewed;Interleukin-11 receptor subunit alpha (IL-11 receptor subunit alpha) (IL-11R subunit alpha) (IL-11R-alpha) (IL-11RA);IL11RA;Homo sapiens (Human)
Q99665;I12R2_HUMAN;reviewed;Interleukin-12 receptor subunit beta-2 (IL-12 receptor subunit beta-2) (IL-12R subunit beta-2) (IL-12R-beta-2) (IL-12RB2);IL12RB2;Homo sapiens (Human)
Q14627;I13R2_HUMAN;reviewed;Interleukin-13 receptor subunit alpha-2 (IL-13 receptor subunit alpha-2) (IL-13R subunit alpha-2) (IL-13R-alpha-2) (IL-13RA2) (Interleukin-13-binding protein) (CD antigen CD213a2);IL13RA2 IL13R;Homo sapiens (Human)
Q8NAC3;I17RC_HUMAN;reviewed;Interleukin-17 receptor C (IL-17 receptor C) (IL-17RC) (Interleukin-17 receptor homolog) (IL17Rhom) (Interleukin-17 receptor-like protein) (IL-17RL) (ZcytoR14);IL17RC UNQ6118/PRO20040/PRO38901;Homo sapiens (Human)
Q8N6P7;I22R1_HUMAN;reviewed;Interleukin-22 receptor subunit alpha-1 (IL-22 receptor subunit alpha-1) (IL-22R-alpha-1) (IL-22RA1) (Cytokine receptor class-II member 9) (Cytokine receptor family 2 member 9) (CRF2-9) (ZcytoR11);IL22RA1 IL22R;Homo sapiens (Human)
Q9H665;IGFR1_HUMAN;reviewed;IGF-like family receptor 1 (Transmembrane protein 149) (U2 small nuclear RNA auxiliary factor 1-like 4);IGFLR1 TMEM149 U2AF1L4;Homo sapiens (Human)
O75054;IGSF3_HUMAN;reviewed;Immunoglobulin superfamily member 3 (IgSF3) (Glu-Trp-Ile EWI motif-containing protein 3) (EWI-3);IGSF3 EWI3 KIAA0466;Homo sapiens (Human)
Q8IVU1;IGDC3_HUMAN;reviewed;Immunoglobulin superfamily DCC subclass member 3 (Putative neuronal cell adhesion molecule);IGDCC3 PUNC;Homo sapiens (Human)
P08069;IGF1R_HUMAN;reviewed;"Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]";IGF1R;Homo sapiens (Human)
P01880;IGHD_HUMAN;reviewed;Immunoglobulin heavy constant delta (Ig delta chain C region) (Ig delta chain C region NIG-65) (Ig delta chain C region WAH);IGHD;Homo sapiens (Human)
P14784;IL2RB_HUMAN;reviewed;Interleukin-2 receptor subunit beta (IL-2 receptor subunit beta) (IL-2R subunit beta) (IL-2RB) (High affinity IL-2 receptor subunit beta) (p70-75) (p75) (CD antigen CD122);IL2RB;Homo sapiens (Human)
Q01113;IL9R_HUMAN;reviewed;Interleukin-9 receptor (IL-9 receptor) (IL-9R) (CD antigen CD129);IL9R;Homo sapiens (Human)
P13598;ICAM2_HUMAN;reviewed;Intercellular adhesion molecule 2 (ICAM-2) (CD antigen CD102);ICAM2;Homo sapiens (Human)
Q9Y6W8;ICOS_HUMAN;reviewed;Inducible T-cell costimulator (Activation-inducible lymphocyte immunomediatory molecule) (CD antigen CD278);ICOS AILIM;Homo sapiens (Human)
Q9H2X8;I27L2_HUMAN;reviewed;Interferon alpha-inducible protein 27-like protein 2 (Interferon-stimulated gene 12b protein) (ISG12(b)) (Protein TLH29) (pIFI27-like protein);IFI27L2 FAM14A TLH29;Homo sapiens (Human)
Q08334;I10R2_HUMAN;reviewed;Interleukin-10 receptor subunit beta (IL-10 receptor subunit beta) (IL-10R subunit beta) (IL-10RB) (Cytokine receptor class-II member 4) (Cytokine receptor family 2 member 4) (CRF2-4) (Interleukin-10 receptor subunit 2) (IL-10R subunit 2) (IL-10R2) (CD antigen CDw210b);IL10RB CRFB4 D21S58 D21S66;Homo sapiens (Human)
Q9NPH3;IL1AP_HUMAN;reviewed;Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (Interleukin-1 receptor 3) (IL-1R-3) (IL-1R3);IL1RAP C3orf13 IL1R3;Homo sapiens (Human)
P24394;IL4RA_HUMAN;reviewed;Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124) [Cleaved into: Soluble interleukin-4 receptor subunit alpha (Soluble IL-4 receptor subunit alpha) (Soluble IL-4R-alpha) (sIL4Ralpha/prot) (IL-4-binding protein) (IL4-BP)];IL4R IL4RA 582J2.1;Homo sapiens (Human)
P16871;IL7RA_HUMAN;reviewed;Interleukin-7 receptor subunit alpha (IL-7 receptor subunit alpha) (IL-7R subunit alpha) (IL-7R-alpha) (IL-7RA) (CDw127) (CD antigen CD127);IL7R;Homo sapiens (Human)
P38484;INGR2_HUMAN;reviewed;Interferon gamma receptor 2 (IFN-gamma receptor 2) (IFN-gamma-R2) (Interferon gamma receptor accessory factor 1) (AF-1) (Interferon gamma receptor beta-chain) (IFN-gamma-R-beta) (Interferon gamma transducer 1);IFNGR2 IFNGT1;Homo sapiens (Human)
Q9NP60;IRPL2_HUMAN;reviewed;X-linked interleukin-1 receptor accessory protein-like 2 (IL-1 receptor accessory protein-like 2) (IL-1-RAPL-2) (IL-1RAPL-2) (IL1RAPL-2) (IL1RAPL-2-related protein) (Interleukin-1 receptor 9) (IL-1R-9) (IL-1R9) (Three immunoglobulin domain-containing IL-1 receptor-related 1) (TIGIRR-1);IL1RAPL2 IL1R9;Homo sapiens (Human)
Q14773;ICAM4_HUMAN;reviewed;Intercellular adhesion molecule 4 (ICAM-4) (Landsteiner-Wiener blood group glycoprotein) (LW blood group protein) (CD antigen CD242);ICAM4 LW;Homo sapiens (Human)
O75144;ICOSL_HUMAN;reviewed;ICOS ligand (B7 homolog 2) (B7-H2) (B7-like protein Gl50) (B7-related protein 1) (B7RP-1) (CD antigen CD275);ICOSLG B7H2 B7RP1 ICOSL KIAA0653;Homo sapiens (Human)
P14778;IL1R1_HUMAN;reviewed;"Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1) (CD121 antigen-like family member A) (Interleukin-1 receptor alpha) (IL-1R-alpha) (Interleukin-1 receptor type I) (p80) (CD antigen CD121a) [Cleaved into: Interleukin-1 receptor type 1, membrane form (mIL-1R1) (mIL-1RI); Interleukin-1 receptor type 1, soluble form (sIL-1R1) (sIL-1RI)]";IL1R1 IL1R IL1RA IL1RT1;Homo sapiens (Human)
P27930;IL1R2_HUMAN;reviewed;"Interleukin-1 receptor type 2 (IL-1R-2) (IL-1RT-2) (IL-1RT2) (CD121 antigen-like family member B) (CDw121b) (IL-1 type II receptor) (Interleukin-1 receptor beta) (IL-1R-beta) (Interleukin-1 receptor type II) (CD antigen CD121b) [Cleaved into: Interleukin-1 receptor type 2, membrane form (mIL-1R2) (mIL-1RII); Interleukin-1 receptor type 2, soluble form (sIL-1R2) (sIL-1RII)]";IL1R2 IL1RB;Homo sapiens (Human)
Q5DX21;IGS11_HUMAN;reviewed;Immunoglobulin superfamily member 11 (IgSF11) (Brain and testis-specific immunoglobulin superfamily protein) (Bt-IGSF) (V-set and immunoglobulin domain-containing protein 3);IGSF11 BTIGSF CXADRL1 VSIG3;Homo sapiens (Human)
Q93033;IGSF2_HUMAN;reviewed;Immunoglobulin superfamily member 2 (IgSF2) (Cell surface glycoprotein V7) (Glu-Trp-Ile EWI motif-containing protein 101) (EWI-101) (CD antigen CD101);CD101 EWI101 IGSF2 V7;Homo sapiens (Human)
P31785;IL2RG_HUMAN;reviewed;Cytokine receptor common subunit gamma (Interleukin-2 receptor subunit gamma) (IL-2 receptor subunit gamma) (IL-2R subunit gamma) (IL-2RG) (gammaC) (p64) (CD antigen CD132);IL2RG;Homo sapiens (Human)
P08887;IL6RA_HUMAN;reviewed;Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126);IL6R;Homo sapiens (Human)
Q01638;ILRL1_HUMAN;reviewed;Interleukin-1 receptor-like 1 (Protein ST2);IL1RL1 DER4 ST2 T1;Homo sapiens (Human)
O95976;IGSF6_HUMAN;reviewed;Immunoglobulin superfamily member 6 (IgSF6) (Protein DORA);IGSF6 DORA;Homo sapiens (Human)
Q71H61;ILDR2_HUMAN;reviewed;Immunoglobulin-like domain-containing receptor 2;ILDR2 C1orf32;Homo sapiens (Human)
Q9NZN1;IRPL1_HUMAN;reviewed;Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (Oligophrenin-4) (Three immunoglobulin domain-containing IL-1 receptor-related 2) (TIGIRR-2) (X-linked interleukin-1 receptor accessory protein-like 1);IL1RAPL1 OPHN4;Homo sapiens (Human)
P26006;ITA3_HUMAN;reviewed;"Integrin alpha-3 (CD49 antigen-like family member C) (FRP-2) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain]";ITGA3 MSK18;Homo sapiens (Human)
P05107;ITB2_HUMAN;reviewed;Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18);ITGB2 CD18 MFI7;Homo sapiens (Human)
Q86SU0;ILDR1_HUMAN;reviewed;Immunoglobulin-like domain-containing receptor 1;ILDR1;Homo sapiens (Human)
P14616;INSRR_HUMAN;reviewed;"Insulin receptor-related protein (IRR) (EC 2.7.10.1) (IR-related receptor) [Cleaved into: Insulin receptor-related protein alpha chain; Insulin receptor-related protein beta chain]";INSRR IRR;Homo sapiens (Human)
Q8IYV9;IZUM1_HUMAN;reviewed;Izumo sperm-egg fusion protein 1 (Oocyte binding/fusion factor) (OBF) (Sperm-specific protein izumo);IZUMO1;Homo sapiens (Human)
P78504;JAG1_HUMAN;reviewed;Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);JAG1 JAGL1;Homo sapiens (Human)
P48551;INAR2_HUMAN;reviewed;Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha binding protein) (IFN-alpha/beta receptor 2) (Interferon alpha binding protein) (Type I interferon receptor 2);IFNAR2 IFNABR IFNARB;Homo sapiens (Human)
Q6GPH6;IPIL1_HUMAN;reviewed;Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1;ITPRIPL1 KIAA1754L;Homo sapiens (Human)
P08648;ITA5_HUMAN;reviewed;"Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain]";ITGA5 FNRA;Homo sapiens (Human)
P53708;ITA8_HUMAN;reviewed;"Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]";ITGA8;Homo sapiens (Human)
P17181;INAR1_HUMAN;reviewed;Interferon alpha/beta receptor 1 (IFN-R-1) (IFN-alpha/beta receptor 1) (Cytokine receptor class-II member 1) (Cytokine receptor family 2 member 1) (CRF2-1) (Type I interferon receptor 1);IFNAR1 IFNAR;Homo sapiens (Human)
P17301;ITA2_HUMAN;reviewed;Integrin alpha-2 (CD49 antigen-like family member B) (Collagen receptor) (Platelet membrane glycoprotein Ia) (GPIa) (VLA-2 subunit alpha) (CD antigen CD49b);ITGA2 CD49B;Homo sapiens (Human)
P23229;ITA6_HUMAN;reviewed;"Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha-6 (Alpha6p)]";ITGA6;Homo sapiens (Human)
Q13349;ITAD_HUMAN;reviewed;Integrin alpha-D (ADB2) (CD11 antigen-like family member D) (Leukointegrin alpha D) (CD antigen CD11d);ITGAD;Homo sapiens (Human)
P38570;ITAE_HUMAN;reviewed;"Integrin alpha-E (HML-1 antigen) (Integrin alpha-IEL) (Mucosal lymphocyte 1 antigen) (CD antigen CD103) [Cleaved into: Integrin alpha-E light chain; Integrin alpha-E heavy chain]";ITGAE;Homo sapiens (Human)
P20701;ITAL_HUMAN;reviewed;Integrin alpha-L (CD11 antigen-like family member A) (Leukocyte adhesion glycoprotein LFA-1 alpha chain) (LFA-1A) (Leukocyte function-associated molecule 1 alpha chain) (CD antigen CD11a);ITGAL CD11A;Homo sapiens (Human)
P16144;ITB4_HUMAN;reviewed;Integrin beta-4 (GP150) (CD antigen CD104);ITGB4;Homo sapiens (Human)
P26012;ITB8_HUMAN;reviewed;Integrin beta-8;ITGB8;Homo sapiens (Human)
Q3SXP7;K1644_HUMAN;reviewed;Uncharacterized protein KIAA1644;KIAA1644;Homo sapiens (Human)
Q5VV43;K0319_HUMAN;reviewed;Dyslexia-associated protein KIAA0319;KIAA0319;Homo sapiens (Human)
P15382;KCNE1_HUMAN;reviewed;Potassium voltage-gated channel subfamily E member 1 (Delayed rectifier potassium channel subunit IsK) (IKs producing slow voltage-gated potassium channel subunit beta Mink) (Minimal potassium channel);KCNE1;Homo sapiens (Human)
Q9Y624;JAM1_HUMAN;reviewed;Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (Platelet F11 receptor) (Platelet adhesion molecule 1) (PAM-1) (CD antigen CD321);F11R JAM1 JCAM UNQ264/PRO301;Homo sapiens (Human)
Q86YT9;JAML_HUMAN;reviewed;Junctional adhesion molecule-like (Adhesion molecule interacting with CXADR antigen 1) (Dendritic cell-specific protein CREA7-1);JAML AMICA1 UNQ722/PRO1387;Homo sapiens (Human)
Q9Y6J6;KCNE2_HUMAN;reviewed;Potassium voltage-gated channel subfamily E member 2 (MinK-related peptide 1) (Minimum potassium ion channel-related peptide 1) (Potassium channel subunit beta MiRP1);KCNE2;Homo sapiens (Human)
P15260;INGR1_HUMAN;reviewed;Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (CDw119) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119);IFNGR1;Homo sapiens (Human)
A8MWY0;K132L_HUMAN;reviewed;UPF0577 protein KIAA1324-like (Estrogen-induced gene 121-like protein) (hEIG121L);KIAA1324L EIG121L;Homo sapiens (Human)
Q5VZ72;IZUM3_HUMAN;reviewed;Izumo sperm-egg fusion protein 3;IZUMO3 C9orf134;Homo sapiens (Human)
Q9Y219;JAG2_HUMAN;reviewed;Protein jagged-2 (Jagged2) (hJ2);JAG2;Homo sapiens (Human)
P08514;ITA2B_HUMAN;reviewed;"Integrin alpha-IIb (GPalpha IIb) (GPIIb) (Platelet membrane glycoprotein IIb) (CD antigen CD41) [Cleaved into: Integrin alpha-IIb heavy chain; Integrin alpha-IIb light chain, form 1; Integrin alpha-IIb light chain, form 2]";ITGA2B GP2B ITGAB;Homo sapiens (Human)
Q13797;ITA9_HUMAN;reviewed;Integrin alpha-9 (Integrin alpha-RLC);ITGA9;Homo sapiens (Human)
P20702;ITAX_HUMAN;reviewed;Integrin alpha-X (CD11 antigen-like family member C) (Leu M5) (Leukocyte adhesion glycoprotein p150,95 alpha chain) (Leukocyte adhesion receptor p150,95) (CD antigen CD11c);ITGAX CD11C;Homo sapiens (Human)
P26010;ITB7_HUMAN;reviewed;Integrin beta-7 (Gut homing receptor beta subunit);ITGB7;Homo sapiens (Human)
Q9UKX5;ITA11_HUMAN;reviewed;Integrin alpha-11;ITGA11 MSTP018;Homo sapiens (Human)
P56199;ITA1_HUMAN;reviewed;Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a);ITGA1;Homo sapiens (Human)
P13612;ITA4_HUMAN;reviewed;Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (VLA-4 subunit alpha) (CD antigen CD49d);ITGA4 CD49D;Homo sapiens (Human)
Q13683;ITA7_HUMAN;reviewed;"Integrin alpha-7 [Cleaved into: Integrin alpha-7 heavy chain; Integrin alpha-7 light chain; Integrin alpha-7 70 kDa form]";ITGA7 UNQ406/PRO768;Homo sapiens (Human)
P11215;ITAM_HUMAN;reviewed;Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b);ITGAM CD11B CR3A;Homo sapiens (Human)
P06756;ITAV_HUMAN;reviewed;"Integrin alpha-V (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain]";ITGAV MSK8 VNRA;Homo sapiens (Human)
P18084;ITB5_HUMAN;reviewed;Integrin beta-5;ITGB5;Homo sapiens (Human)
P18564;ITB6_HUMAN;reviewed;Integrin beta-6;ITGB6;Homo sapiens (Human)
Q6UXV1;IZUM2_HUMAN;reviewed;Izumo sperm-egg fusion protein 2;IZUMO2 C19orf41 SCRL UNQ6978/PRO21961;Homo sapiens (Human)
Q3MIP1;IPIL2_HUMAN;reviewed;Inositol 1,4,5-trisphosphate receptor-interacting protein-like 2;ITPRIPL2;Homo sapiens (Human)
Q8IYS2;K2013_HUMAN;reviewed;Uncharacterized protein KIAA2013;KIAA2013;Homo sapiens (Human)
Q9BX67;JAM3_HUMAN;reviewed;Junctional adhesion molecule C (JAM-C) (JAM-2) (Junctional adhesion molecule 3) (JAM-3);JAM3 UNQ859/PRO1868;Homo sapiens (Human)
A0A087WTH5;KCE1B_HUMAN;reviewed;Potassium voltage-gated channel subfamily E member 1B;KCNE1B;Homo sapiens (Human)
P43631;KI2S2_HUMAN;reviewed;Killer cell immunoglobulin-like receptor 2DS2 (CD158 antigen-like family member J) (MHC class I NK cell receptor) (NK receptor 183 ActI) (Natural killer-associated transcript 5) (NKAT-5) (p58 natural killer cell receptor clone CL-49) (p58 NK receptor CL-49) (CD antigen CD158j);KIR2DS2 CD158J NKAT5;Homo sapiens (Human)
Q9UEF7;KLOT_HUMAN;reviewed;Klotho (EC 3.2.1.31) [Cleaved into: Klotho peptide];KL;Homo sapiens (Human)
Q6GTX8;LAIR1_HUMAN;reviewed;Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (hLAIR1) (CD antigen CD305);LAIR1 CD305;Homo sapiens (Human)
P11279;LAMP1_HUMAN;reviewed;Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a);LAMP1;Homo sapiens (Human)
P13473;LAMP2_HUMAN;reviewed;Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b);LAMP2;Homo sapiens (Human)
Q6UXG2;K1324_HUMAN;reviewed;UPF0577 protein KIAA1324 (Estrogen-induced gene 121 protein);KIAA1324 EIG121 UNQ2426/PRO4985;Homo sapiens (Human)
Q8IZU9;KIRR3_HUMAN;reviewed;Kin of IRRE-like protein 3 (Kin of irregular chiasm-like protein 3) (Nephrin-like protein 2) [Cleaved into: Processed kin of IRRE-like protein 3];KIRREL3 KIAA1867 NEPH2 UNQ5923/PRO4502/PRO19814;Homo sapiens (Human)
Q8NC54;KCT2_HUMAN;reviewed;Keratinocyte-associated transmembrane protein 2;KCT2 C5orf15 HTGN29;Homo sapiens (Human)
Q8TBQ9;KISHA_HUMAN;reviewed;Protein kish-A (Transmembrane protein 167) (Transmembrane protein 167A);TMEM167A TMEM167;Homo sapiens (Human)
P43627;KI2L2_HUMAN;reviewed;Killer cell immunoglobulin-like receptor 2DL2 (CD158 antigen-like family member B1) (MHC class I NK cell receptor) (Natural killer-associated transcript 6) (NKAT-6) (p58 natural killer cell receptor clone CL-43) (p58 NK receptor CL-43) (CD antigen CD158b1);KIR2DL2 CD158B1 NKAT6;Homo sapiens (Human)
Q99706;KI2L4_HUMAN;reviewed;Killer cell immunoglobulin-like receptor 2DL4 (CD158 antigen-like family member D) (G9P) (Killer cell inhibitory receptor 103AS) (KIR-103AS) (MHC class I NK cell receptor KIR103AS) (CD antigen CD158d);KIR2DL4 CD158D KIR103AS;Homo sapiens (Human)
Q14953;KI2S5_HUMAN;reviewed;Killer cell immunoglobulin-like receptor 2DS5 (CD158 antigen-like family member G) (MHC class I NK cell receptor) (Natural killer-associated transcript 9) (NKAT-9) (CD antigen CD158g);KIR2DS5 CD158G NKAT9;Homo sapiens (Human)
P43630;KI3L2_HUMAN;reviewed;Killer cell immunoglobulin-like receptor 3DL2 (CD158 antigen-like family member K) (MHC class I NK cell receptor) (Natural killer-associated transcript 4) (NKAT-4) (p70 natural killer cell receptor clone CL-5) (p70 NK receptor CL-5) (CD antigen CD158k);KIR3DL2 CD158K NKAT4;Homo sapiens (Human)
Q9UJ90;KCNE5_HUMAN;reviewed;Potassium voltage-gated channel subfamily E regulatory beta subunit 5 (AMME syndrome candidate gene 2 protein) (Potassium channel subunit beta MiRP4) (Potassium voltage-gated channel subfamily E member 1-like protein);KCNE5 AMMECR2 KCNE1L;Homo sapiens (Human)
