Entry;Entry name;Status;Protein names;Gene names;Organism
Q6P179;ERAP2_HUMAN;reviewed;Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte-derived arginine aminopeptidase) (L-RAP);ERAP2 LRAP;Homo sapiens (Human)
O14638;ENPP3_HUMAN;reviewed;"Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (E-NPP 3) (Phosphodiesterase I beta) (PD-Ibeta) (Phosphodiesterase I/nucleotide pyrophosphatase 3) (CD antigen CD203c) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]";ENPP3 PDNP3;Homo sapiens (Human)
Q16394;EXT1_HUMAN;reviewed;Exostosin-1 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 1) (Putative tumor suppressor protein EXT1);EXT1;Homo sapiens (Human)
O43909;EXTL3_HUMAN;reviewed;Exostosin-like 3 (EC 2.4.1.223) (EXT-related protein 1) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Hereditary multiple exostoses gene isolog) (Multiple exostosis-like protein 3) (Putative tumor suppressor protein EXTL3);EXTL3 EXTL1L EXTR1 KIAA0519;Homo sapiens (Human)
Q9UBQ6;EXTL2_HUMAN;reviewed;Exostosin-like 2 (EC 2.4.1.223) (Alpha-1,4-N-acetylhexosaminyltransferase EXTL2) (Alpha-GalNAcT EXTL2) (EXT-related protein 2) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) [Cleaved into: Processed exostosin-like 2];EXTL2 EXTR2;Homo sapiens (Human)
Q93063;EXT2_HUMAN;reviewed;Exostosin-2 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2) (Putative tumor suppressor protein EXT2);EXT2;Homo sapiens (Human)
Q8N539;FBCD1_HUMAN;reviewed;Fibrinogen C domain-containing protein 1;FIBCD1 UNQ701/PRO1346;Homo sapiens (Human)
Q9H0X4;F234A_HUMAN;reviewed;Protein FAM234A (Protein ITFG3);FAM234A C16orf9 ITFG3;Homo sapiens (Human)
Q0P6D2;FA69C_HUMAN;reviewed;Protein FAM69C;FAM69C C18orf51;Homo sapiens (Human)
O75072;FKTN_HUMAN;reviewed;Fukutin (EC 2.-.-.-) (Fukuyama-type congenital muscular dystrophy protein);FKTN FCMD;Homo sapiens (Human)
Q9H9S5;FKRP_HUMAN;reviewed;Fukutin-related protein (EC 2.-.-.-);FKRP;Homo sapiens (Human)
Q11130;FUT7_HUMAN;reviewed;Alpha-(1,3)-fucosyltransferase 7 (EC 2.4.1.-) (Fucosyltransferase 7) (Fucosyltransferase VII) (Fuc-TVII) (FucT-VII) (Galactoside 3-L-fucosyltransferase) (Selectin ligand synthase);FUT7;Homo sapiens (Human)
P06734;FCER2_HUMAN;reviewed;"Low affinity immunoglobulin epsilon Fc receptor (BLAST-2) (C-type lectin domain family 4 member J) (Fc-epsilon-RII) (Immunoglobulin E-binding factor) (Lymphocyte IgE receptor) (CD antigen CD23) [Cleaved into: Low affinity immunoglobulin epsilon Fc receptor membrane-bound form; Low affinity immunoglobulin epsilon Fc receptor soluble form]";FCER2 CD23A CLEC4J FCE2 IGEBF;Homo sapiens (Human)
P19526;FUT1_HUMAN;reviewed;Galactoside 2-alpha-L-fucosyltransferase 1 (EC 2.4.1.344) (Alpha(1,2)FT 1) (Blood group H alpha 2-fucosyltransferase) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1);FUT1 H HSC;Homo sapiens (Human)
Q10981;FUT2_HUMAN;reviewed;Galactoside 2-alpha-L-fucosyltransferase 2 (EC 2.4.1.344) (EC 2.4.1.69) (Alpha(1,2)FT 2) (Fucosyltransferase 2) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2) (SE2) (Secretor blood group alpha-2-fucosyltransferase) (Secretor factor) (Se);FUT2 SEC2;Homo sapiens (Human)
Q8NCL4;GALT6_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 6 (EC 2.4.1.41) (Polypeptide GalNAc transferase 6) (GalNAc-T6) (pp-GaNTase 6) (Protein-UDP acetylgalactosaminyltransferase 6) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6);GALNT6;Homo sapiens (Human)
Q9NY28;GALT8_HUMAN;reviewed;Probable polypeptide N-acetylgalactosaminyltransferase 8 (EC 2.4.1.41) (Polypeptide GalNAc transferase 8) (GalNAc-T8) (pp-GaNTase 8) (Protein-UDP acetylgalactosaminyltransferase 8) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 8);GALNT8;Homo sapiens (Human)
Q5T4J0;GCNT6_HUMAN;reviewed;Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 6 (EC 2.4.1.-);GCNT6;Homo sapiens (Human)
Q6P4F1;FUT10_HUMAN;reviewed;Alpha-(1,3)-fucosyltransferase 10 (EC 2.4.1.-) (Fucosyltransferase X) (Fuc-TX) (FucT-X) (Galactoside 3-L-fucosyltransferase 10) (Fucosyltransferase 10);FUT10;Homo sapiens (Human)
P22083;FUT4_HUMAN;reviewed;Alpha-(1,3)-fucosyltransferase 4 (EC 2.4.1.-) (ELAM-1 ligand fucosyltransferase) (Fucosyltransferase 4) (Fucosyltransferase IV) (Fuc-TIV) (FucT-IV) (Galactoside 3-L-fucosyltransferase);FUT4 ELFT FCT3A;Homo sapiens (Human)
P51993;FUT6_HUMAN;reviewed;Alpha-(1,3)-fucosyltransferase 6 (EC 2.4.1.65) (Fucosyltransferase 6) (Fucosyltransferase VI) (Fuc-TVI) (FucT-VI) (Galactoside 3-L-fucosyltransferase);FUT6 FCT3A;Homo sapiens (Human)
Q9H3Q3;G3ST2_HUMAN;reviewed;Galactose-3-O-sulfotransferase 2 (Gal3ST-2) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 2) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 2) (Glycoprotein beta-Gal 3'-sulfotransferase 2);GAL3ST2 GP3ST;Homo sapiens (Human)
Q9Y231;FUT9_HUMAN;reviewed;Alpha-(1,3)-fucosyltransferase 9 (EC 2.4.1.-) (Fucosyltransferase 9) (Fucosyltransferase IX) (Fuc-TIX) (FucT-IX) (Galactoside 3-L-fucosyltransferase);FUT9;Homo sapiens (Human)
Q99999;G3ST1_HUMAN;reviewed;Galactosylceramide sulfotransferase (GalCer sulfotransferase) (EC 2.8.2.11) (3'-phosphoadenosine-5'-phosphosulfate:GalCer sulfotransferase) (3'-phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase) (Cerebroside sulfotransferase);GAL3ST1 CST;Homo sapiens (Human)
Q96RP7;G3ST4_HUMAN;reviewed;Galactose-3-O-sulfotransferase 4 (Gal3ST-4) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 4) (Gal-beta-1,3-GalNAc 3'-sulfotransferase);GAL3ST4 PP6968;Homo sapiens (Human)
Q9P109;GCNT4_HUMAN;reviewed;Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 (EC 2.4.1.102) (Core 2-branching enzyme 3) (Core2-GlcNAc-transferase 3) (C2GnT3);GCNT4;Homo sapiens (Human)
P21217;FUT3_HUMAN;reviewed;Galactoside 3(4)-L-fucosyltransferase (EC 2.4.1.65) (Blood group Lewis alpha-4-fucosyltransferase) (Lewis FT) (Fucosyltransferase 3) (Fucosyltransferase III) (FucT-III);FUT3 FT3B LE;Homo sapiens (Human)
Q11128;FUT5_HUMAN;reviewed;Alpha-(1,3)-fucosyltransferase 5 (EC 2.4.1.65) (Fucosyltransferase 5) (Fucosyltransferase V) (Fuc-TV) (FucT-V) (Galactoside 3-L-fucosyltransferase);FUT5;Homo sapiens (Human)
Q96A11;G3ST3_HUMAN;reviewed;Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal3ST3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3);GAL3ST3;Homo sapiens (Human)
Q495W5;FUT11_HUMAN;reviewed;Alpha-(1,3)-fucosyltransferase 11 (EC 2.4.1.-) (Fucosyltransferase XI) (Fuc-TXI) (FucT-XI) (Galactoside 3-L-fucosyltransferase 11) (Fucosyltransferase 11);FUT11;Homo sapiens (Human)
Q9BYC5;FUT8_HUMAN;reviewed;Alpha-(1,6)-fucosyltransferase (Alpha1-6FucT) (EC 2.4.1.68) (Fucosyltransferase 8) (GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase) (GDP-fucose--glycoprotein fucosyltransferase) (Glycoprotein 6-alpha-L-fucosyltransferase);FUT8;Homo sapiens (Human)
Q10472;GALT1_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form];GALNT1;Homo sapiens (Human)
Q10471;GALT2_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form];GALNT2;Homo sapiens (Human)
Q7Z7M9;GALT5_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 5 (EC 2.4.1.41) (Polypeptide GalNAc transferase 5) (GalNAc-T5) (pp-GaNTase 5) (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5);GALNT5;Homo sapiens (Human)
Q9HCQ5;GALT9_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 9 (EC 2.4.1.41) (Polypeptide GalNAc transferase 9) (GalNAc-T9) (pp-GaNTase 9) (Protein-UDP acetylgalactosaminyltransferase 9) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 9);GALNT9;Homo sapiens (Human)
Q6ZNI0;GCNT7_HUMAN;reviewed;Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7 (EC 2.4.1.-);GCNT7 C20orf105;Homo sapiens (Human)
Q14435;GALT3_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 3 (EC 2.4.1.41) (Polypeptide GalNAc transferase 3) (GalNAc-T3) (pp-GaNTase 3) (Protein-UDP acetylgalactosaminyltransferase 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 3);GALNT3;Homo sapiens (Human)
Q7Z4J2;GL6D1_HUMAN;reviewed;Glycosyltransferase 6 domain-containing protein 1 (EC 2.4.1.-) (Galactosyltransferase family 6 domain-containing 1);GLT6D1 GLTDC1 GT6M7;Homo sapiens (Human)
Q8IUC8;GLT13_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 13 (EC 2.4.1.41) (Polypeptide GalNAc transferase 13) (GalNAc-T13) (pp-GaNTase 13) (Protein-UDP acetylgalactosaminyltransferase 13) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 13);GALNT13 KIAA1918;Homo sapiens (Human)
Q6P9A2;GLT18_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 18 (EC 2.4.1.41) (Polypeptide GalNAc transferase 18) (GalNAc-T18) (Polypeptide GalNAc transferase-like protein 4) (GalNAc-T-like protein 4) (pp-GaNTase-like protein 4) (Polypeptide N-acetylgalactosaminyltransferase-like protein 4) (Protein-UDP acetylgalactosaminyltransferase-like protein 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 4);GALNT18 GALNTL4;Homo sapiens (Human)
P36269;GGT5_HUMAN;reviewed;"Gamma-glutamyltransferase 5 (GGT 5) (EC 2.3.2.2) (Gamma-glutamyl transpeptidase-related enzyme) (GGT-rel) (Gamma-glutamyltransferase-like activity 1) (Gamma-glutamyltranspeptidase 5) (Glutathione hydrolase 5) (EC 3.4.19.13) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) [Cleaved into: Gamma-glutamyltransferase 5 heavy chain; Gamma-glutamyltransferase 5 light chain]";GGT5 GGTLA1;Homo sapiens (Human)
Q4G0N0;GGTA1_HUMAN;reviewed;Inactive N-acetyllactosaminide alpha-1,3-galactosyltransferase (Glycoprotein alpha-galactosyltransferase 1 pseudogene);GGTA1P GGTA1;Homo sapiens (Human)
Q9H1C3;GL8D2_HUMAN;reviewed;Glycosyltransferase 8 domain-containing protein 2 (EC 2.4.1.-);GLT8D2 GALA4A UNQ1901/PRO4347;Homo sapiens (Human)
Q8N4A0;GALT4_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4);GALNT4;Homo sapiens (Human)
Q86SF2;GALT7_HUMAN;reviewed;N-acetylgalactosaminyltransferase 7 (EC 2.4.1.-) (Polypeptide GalNAc transferase 7) (GalNAc-T7) (pp-GaNTase 7) (Protein-UDP acetylgalactosaminyltransferase 7) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 7);GALNT7;Homo sapiens (Human)
Q02742;GCNT1_HUMAN;reviewed;Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase (EC 2.4.1.102) (Core 2-branching enzyme) (Core2-GlcNAc-transferase) (C2GNT) (Core 2 GNT);GCNT1 NACGT2;Homo sapiens (Human)
Q8N5D6;GBGT1_HUMAN;reviewed;Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (EC 2.4.1.-) (Forssman glycolipid synthase-like protein);GBGT1 UNQ2513/PRO6002;Homo sapiens (Human)
O95395;GCNT3_HUMAN;reviewed;Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3 (EC 2.4.1.102) (EC 2.4.1.150) (C2GnT-mucin type) (C2GnT-M) (hC2GnT-M) (Core 2/core 4 beta-1,6-N-acetylglucosaminyltransferase) (C2/4GnT);GCNT3;Homo sapiens (Human)
O94923;GLCE_HUMAN;reviewed;D-glucuronyl C5-epimerase (EC 5.1.3.17) (Heparan sulfate C5-epimerase) (Hsepi) (Heparin/heparan sulfate:glucuronic acid C5-epimerase) (Heparosan-N-sulfate-glucuronate 5-epimerase);GLCE KIAA0836;Homo sapiens (Human)
Q6P531;GGT6_HUMAN;reviewed;"Gamma-glutamyltransferase 6 (GGT 6) (EC 2.3.2.2) (Gamma-glutamyltranspeptidase 6) (Glutathione hydrolase 6) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltransferase 6 heavy chain; Gamma-glutamyltransferase 6 light chain]";GGT6;Homo sapiens (Human)
Q9UJ14;GGT7_HUMAN;reviewed;"Gamma-glutamyltransferase 7 (GGT 7) (EC 2.3.2.2) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltransferase-like 5) (Gamma-glutamyltranspeptidase 7) (Glutathione hydrolase 7) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltransferase 7 heavy chain; Gamma-glutamyltransferase 7 light chain]";GGT7 GGTL3 GGTL5;Homo sapiens (Human)
Q68CQ7;GL8D1_HUMAN;reviewed;Glycosyltransferase 8 domain-containing protein 1 (EC 2.4.1.-);GLT8D1 GALA4A AD-017 MSTP137 UNQ572/PRO1134;Homo sapiens (Human)
Q86SR1;GLT10_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 10 (EC 2.4.1.41) (Polypeptide GalNAc transferase 10) (GalNAc-T10) (pp-GaNTase 10) (Protein-UDP acetylgalactosaminyltransferase 10) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 10);GALNT10;Homo sapiens (Human)
Q96FL9;GLT14_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 14 (EC 2.4.1.41) (Polypeptide GalNAc transferase 14) (GalNAc-T14) (pp-GaNTase 14) (Protein-UDP acetylgalactosaminyltransferase 14) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 14);GALNT14 UNQ2434/PRO4994;Homo sapiens (Human)
Q8NBJ4;GOLM1_HUMAN;reviewed;Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2);GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326;Homo sapiens (Human)
A6NGU5;GGT3_HUMAN;reviewed;"Putative gamma-glutamyltranspeptidase 3 (GGT 3) (EC 2.3.2.2) (Gamma-glutamyltransferase 3) (Glutathione hydrolase 3) (EC 3.4.19.13) [Cleaved into: Putative gamma-glutamyltranspeptidase 3 heavy chain; Putative gamma-glutamyltranspeptidase 3 light chain]";GGT3P GGT3;Homo sapiens (Human)
Q6ZMI3;GLDN_HUMAN;reviewed;Gliomedin [Cleaved into: Gliomedin shedded ectodomain];GLDN COLM UNQ9339/PRO34011;Homo sapiens (Human)
Q8N428;GLT16_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 16 (EC 2.4.1.41) (Polypeptide GalNAc transferase 16) (GalNAc-T16) (Polypeptide GalNAc transferase-like protein 1) (GalNAc-T-like protein 1) (pp-GaNTase-like protein 1) (Polypeptide N-acetylgalactosaminyltransferase-like protein 1) (Protein-UDP acetylgalactosaminyltransferase-like protein 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 1);GALNT16 GALNTL1 KIAA1130;Homo sapiens (Human)
Q6IS24;GLTL3_HUMAN;reviewed;Putative polypeptide N-acetylgalactosaminyltransferase-like protein 3 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 3) (GalNAc-T-like protein 3) (pp-GaNTase-like protein 3) (Protein-UDP acetylgalactosaminyltransferase-like protein 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 3) (Williams-Beuren syndrome chromosomal region 17 protein);WBSCR17 GALNTL3;Homo sapiens (Human)
O00461;GOLI4_HUMAN;reviewed;Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa);GOLIM4 GIMPC GOLPH4 GPP130;Homo sapiens (Human)
Q5H943;KKLC1_HUMAN;reviewed;Kita-kyushu lung cancer antigen 1 (KK-LC-1) (Cancer/testis antigen 83);CT83 CXorf61 KKLC1;Homo sapiens (Human)
Q8NES3;LFNG_HUMAN;reviewed;Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase);LFNG;Homo sapiens (Human)
Q8N3Y3;LARG2_HUMAN;reviewed;"LARGE xylosyl- and glucuronyltransferase 2 (EC 2.4.-.-) (Glycosyltransferase-like 1B) [Includes: Xylosyltransferase LARGE2 (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE2 (EC 2.4.1.-)]";LARGE2 GYLTL1B PP5656;Homo sapiens (Human)
Q12918;KLRB1_HUMAN;reviewed;Killer cell lectin-like receptor subfamily B member 1 (C-type lectin domain family 5 member B) (HNKR-P1a) (NKR-P1A) (Natural killer cell surface protein P1A) (CD antigen CD161);KLRB1 CLEC5B NKRP1A;Homo sapiens (Human)
Q13241;KLRD1_HUMAN;reviewed;Natural killer cells antigen CD94 (KP43) (Killer cell lectin-like receptor subfamily D member 1) (NK cell receptor) (CD antigen CD94);KLRD1 CD94;Homo sapiens (Human)
Q9UIQ6;LCAP_HUMAN;reviewed;Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Insulin-regulated membrane aminopeptidase) (Insulin-responsive aminopeptidase) (IRAP) (Oxytocinase) (OTase) (Placental leucine aminopeptidase) (P-LAP) [Cleaved into: Leucyl-cystinyl aminopeptidase, pregnancy serum form];LNPEP OTASE;Homo sapiens (Human)
Q9NZM1;MYOF_HUMAN;reviewed;Myoferlin (Fer-1-like protein 3);MYOF FER1L3 KIAA1207;Homo sapiens (Human)
Q9Y3Q0;NALD2_HUMAN;reviewed;N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase III) (GCPIII) (N-acetylated-alpha-linked acidic dipeptidase II) (NAALADase II);NAALAD2;Homo sapiens (Human)
Q6PIU2;NCEH1_HUMAN;reviewed;Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Arylacetamide deacetylase-like 1);NCEH1 AADACL1 KIAA1363;Homo sapiens (Human)
Q07444;NKG2E_HUMAN;reviewed;NKG2-E type II integral membrane protein (NK cell receptor E) (NKG2-E-activating NK receptor);KLRC3 NKG2E;Homo sapiens (Human)
O95803;NDST3_HUMAN;reviewed;"Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 3) (NDST-3) (hNDST-3) (N-heparan sulfate sulfotransferase 3) (N-HSST 3) [Includes: Heparan sulfate N-deacetylase 3 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 3 (EC 2.8.2.-)]";NDST3 HSST3 UNQ2544/PRO4998;Homo sapiens (Human)
Q14494;NF2L1_HUMAN;reviewed;Nuclear factor erythroid 2-related factor 1 (NF-E2-related factor 1) (NFE2-related factor 1) (Locus control region-factor 1) (Nuclear factor, erythroid derived 2, like 1) (Transcription factor 11) (TCF-11) (Transcription factor HBZ17) (Transcription factor LCR-F1);NFE2L1 HBZ17 NRF1 TCF11;Homo sapiens (Human)
P52848;NDST1_HUMAN;reviewed;"Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 1) (NDST-1) (N-heparan sulfate sulfotransferase 1) (N-HSST 1) ([Heparan sulfate]-glucosamine N-sulfotransferase 1) (HSNST 1) [Includes: Heparan sulfate N-deacetylase 1 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 1 (EC 2.8.2.-)]";NDST1 HSST HSST1;Homo sapiens (Human)
P52849;NDST2_HUMAN;reviewed;"Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 2) (NDST-2) (N-heparan sulfate sulfotransferase 2) (N-HSST 2) [Includes: Heparan sulfate N-deacetylase 2 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 2 (EC 2.8.2.-)]";NDST2 HSST2;Homo sapiens (Human)
P26717;NKG2C_HUMAN;reviewed;NKG2-C type II integral membrane protein (CD159 antigen-like family member C) (NK cell receptor C) (NKG2-C-activating NK receptor) (CD antigen CD159c);KLRC2 NKG2C;Homo sapiens (Human)
P26715;NKG2A_HUMAN;reviewed;NKG2-A/NKG2-B type II integral membrane protein (CD159 antigen-like family member A) (NK cell receptor A) (NKG2-A/B-activating NK receptor) (CD antigen CD159a);KLRC1 NKG2A;Homo sapiens (Human)
O43908;NKG2F_HUMAN;reviewed;NKG2-F type II integral membrane protein (NK cell receptor F) (NKG2-F-activating NK receptor);KLRC4 NKG2F;Homo sapiens (Human)
O95502;NPTXR_HUMAN;reviewed;Neuronal pentraxin receptor;NPTXR;Homo sapiens (Human)
P42857;NSG1_HUMAN;reviewed;Neuron-specific protein family member 1 (Brain neuron cytoplasmic protein 1);NSG1 D4S234;Homo sapiens (Human)
P26718;NKG2D_HUMAN;reviewed;NKG2-D type II integral membrane protein (Killer cell lectin-like receptor subfamily K member 1) (NK cell receptor D) (NKG2-D-activating NK receptor) (CD antigen CD314);KLRK1 D12S2489E NKG2D;Homo sapiens (Human)
Q6PK18;OGFD3_HUMAN;reviewed;2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 (EC 1.14.11.-);OGFOD3 C17orf101;Homo sapiens (Human)
Q9Y328;NSG2_HUMAN;reviewed;Neuron-specific protein family member 2 (Protein p19) (Hmp19);NSG2;Homo sapiens (Human)
Q9HC10;OTOF_HUMAN;reviewed;Otoferlin (Fer-1-like protein 2);OTOF FER1L2;Homo sapiens (Human)
Q7L5N7;PCAT2_HUMAN;reviewed;Lysophosphatidylcholine acyltransferase 2 (LPC acyltransferase 2) (LPCAT-2) (LysoPC acyltransferase 2) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase 11) (1-AGP acyltransferase 11) (1-AGPAT 11) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha);LPCAT2 AGPAT11 AYTL1;Homo sapiens (Human)
Q9NXG6;P4HTM_HUMAN;reviewed;Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.-) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4);P4HTM PH4;Homo sapiens (Human)
Q49A17;GLTL6_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase-like 6 (EC 2.4.1.41) (Polypeptide GalNAc transferase 17) (GalNAc-T17) (pp-GaNTase 17) (Protein-UDP acetylgalactosaminyltransferase 17) (Putative polypeptide N-acetylgalactosaminyltransferase 17) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 17);GALNTL6 GALNT17;Homo sapiens (Human)
A0PJZ3;GXLT2_HUMAN;reviewed;Glucoside xylosyltransferase 2 (EC 2.4.2.n2) (Glycosyltransferase 8 domain-containing protein 4);GXYLT2 GLT8D4;Homo sapiens (Human)
Q8N3T1;GLT15_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 15 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 2) (GalNAc-T-like protein 2) (pp-GaNTase-like protein 2) (Polypeptide N-acetylgalactosaminyltransferase-like protein 2) (Protein-UDP acetylgalactosaminyltransferase-like protein 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 2);GALNT15 GALNTL2 UNQ770/PRO1564;Homo sapiens (Human)
Q8NCW6;GLT11_HUMAN;reviewed;Polypeptide N-acetylgalactosaminyltransferase 11 (EC 2.4.1.41) (Polypeptide GalNAc transferase 11) (GalNAc-T11) (pp-GaNTase 11) (Protein-UDP acetylgalactosaminyltransferase 11) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 11);GALNT11;Homo sapiens (Human)
