Entry;Entry name;Status;Protein names;Gene names;Organism
Q9H1C0;LPAR5_HUMAN;reviewed;Lysophosphatidic acid receptor 5 (LPA receptor 5) (LPA-5) (G-protein coupled receptor 92) (G-protein coupled receptor 93);LPAR5 GPR92 GPR93;Homo sapiens (Human)
Q86WI0;LHPL1_HUMAN;reviewed;Lipoma HMGIC fusion partner-like 1 protein;LHFPL1 UNQ5824/PRO19643;Homo sapiens (Human)
Q6UX01;LMBRL_HUMAN;reviewed;Protein LMBR1L (Limb region 1 protein homolog-like) (Lipocalin-1-interacting membrane receptor) (Lipocalin-interacting membrane receptor);LMBR1L KIAA1174 LIMR UNQ458/PRO783;Homo sapiens (Human)
P55344;LMIP_HUMAN;reviewed;Lens fiber membrane intrinsic protein (MP18) (MP19) (MP20);LIM2;Homo sapiens (Human)
Q92633;LPAR1_HUMAN;reviewed;Lysophosphatidic acid receptor 1 (LPA receptor 1) (LPA-1) (Lysophosphatidic acid receptor Edg-2);LPAR1 EDG2 LPA1;Homo sapiens (Human)
Q9BXB1;LGR4_HUMAN;reviewed;Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48);LGR4 GPR48;Homo sapiens (Human)
Q86UP9;LHPL3_HUMAN;reviewed;Lipoma HMGIC fusion partner-like 3 protein;LHFPL3 LHFPL4;Homo sapiens (Human)
Q9NUN5;LMBD1_HUMAN;reviewed;Probable lysosomal cobalamin transporter (HDAg-L-interacting protein NESI) (LMBR1 domain-containing protein 1) (Nuclear export signal-interacting protein);LMBRD1 C6orf209 NESI BM-021 CD001 MSTP044;Homo sapiens (Human)
O75473;LGR5_HUMAN;reviewed;Leucine-rich repeat-containing G-protein coupled receptor 5 (G-protein coupled receptor 49) (G-protein coupled receptor 67) (G-protein coupled receptor HG38);LGR5 GPR49 GPR67;Homo sapiens (Human)
Q6ZUX7;LHPL2_HUMAN;reviewed;Lipoma HMGIC fusion partner-like 2 protein;LHFPL2 KIAA0206;Homo sapiens (Human)
P43657;LPAR6_HUMAN;reviewed;Lysophosphatidic acid receptor 6 (LPA receptor 6) (LPA-6) (Oleoyl-L-alpha-lysophosphatidic acid receptor) (P2Y purinoceptor 5) (P2Y5) (Purinergic receptor 5) (RB intron encoded G-protein coupled receptor);LPAR6 P2RY5;Homo sapiens (Human)
Q643R3;LPCT4_HUMAN;reviewed;Lysophospholipid acyltransferase LPCAT4 (1-acylglycerol-3-phosphate O-acyltransferase 7) (1-AGP acyltransferase 7) (1-AGPAT 7) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (1-alkenylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.121) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acyltransferase-like 3) (Lysophosphatidylcholine acyltransferase 4) (Lysophosphatidylethanolamine acyltransferase 2) (EC 2.3.1.n7) (Plasmalogen synthase);LPCAT4 AGPAT7 AYTL3 LPEAT2;Homo sapiens (Human)
Q99677;LPAR4_HUMAN;reviewed;Lysophosphatidic acid receptor 4 (LPA receptor 4) (LPA-4) (G-protein coupled receptor 23) (P2Y purinoceptor 9) (P2Y9) (P2Y5-like receptor) (Purinergic receptor 9);LPAR4 GPR23 LPA4 P2RY9;Homo sapiens (Human)
Q7L1W4;LRC8D_HUMAN;reviewed;Volume-regulated anion channel subunit LRRC8D (Leucine-rich repeat-containing protein 5) (Leucine-rich repeat-containing protein 8D);LRRC8D LRRC5 UNQ213/PRO239;Homo sapiens (Human)
Q567V2;M17L2_HUMAN;reviewed;Mpv17-like protein 2;MPV17L2 FKSG24;Homo sapiens (Human)
Q8WVP7;LMBR1_HUMAN;reviewed;Limb region 1 protein homolog (Differentiation-related gene 14 protein);LMBR1 C7orf2 DIF14;Homo sapiens (Human)
Q9NXJ0;M4A12_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 12;MS4A12;Homo sapiens (Human)
Q9H2W1;M4A6A_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 6A (CD20 antigen-like 3) (Four-span transmembrane protein 3);MS4A6A 4SPAN3 CD20L3 MS4A6 CDA01 MSTP090;Homo sapiens (Human)
Q8N5G2;MACOI_HUMAN;reviewed;Macoilin (Transmembrane protein 57);TMEM57;Homo sapiens (Human)
Q15722;LT4R1_HUMAN;reviewed;Leukotriene B4 receptor 1 (LTB4-R 1) (LTB4-R1) (Chemoattractant receptor-like 1) (G-protein coupled receptor 16) (P2Y purinoceptor 7) (P2Y7);LTB4R BLT BLT1 BLTR CMKRL1 GPR16 P2RY7;Homo sapiens (Human)
Q9NPC1;LT4R2_HUMAN;reviewed;Leukotriene B4 receptor 2 (LTB4-R 2) (LTB4-R2) (LTB4 receptor JULF2) (Leukotriene B4 receptor BLT2) (Seven transmembrane receptor BLTR2);LTB4R2 BLT2R BLTR2;Homo sapiens (Human)
Q9H0U3;MAGT1_HUMAN;reviewed;Magnesium transporter protein 1 (MagT1) (Implantation-associated protein) (IAP);MAGT1 IAG2 PSEC0084 UNQ628/PRO1244;Homo sapiens (Human)
Q9P0N8;MARH2_HUMAN;reviewed;E3 ubiquitin-protein ligase MARCH2 (EC 2.3.2.27) (Membrane-associated RING finger protein 2) (Membrane-associated RING-CH protein II) (MARCH-II) (RING finger protein 172) (RING-type E3 ubiquitin transferase MARCH2);MARCH2 RNF172 HSPC240;Homo sapiens (Human)
O60337;MARH6_HUMAN;reviewed;E3 ubiquitin-protein ligase MARCH6 (EC 2.3.2.27) (Doa10 homolog) (Membrane-associated RING finger protein 6) (Membrane-associated RING-CH protein VI) (MARCH-VI) (Protein TEB-4) (RING finger protein 176) (RING-type E3 ubiquitin transferase MARCH6);MARCH6 KIAA0597 RNF176 TEB4;Homo sapiens (Human)
O43462;MBTP2_HUMAN;reviewed;Membrane-bound transcription factor site-2 protease (EC 3.4.24.85) (Endopeptidase S2P) (Sterol regulatory element-binding proteins intramembrane protease) (SREBPs intramembrane protease);MBTPS2 S2P;Homo sapiens (Human)
P33032;MC5R_HUMAN;reviewed;Melanocortin receptor 5 (MC5-R) (MC-2);MC5R;Homo sapiens (Human)
Q99705;MCHR1_HUMAN;reviewed;Melanin-concentrating hormone receptor 1 (MCH receptor 1) (MCH-R1) (MCHR-1) (G-protein coupled receptor 24) (MCH-1R) (MCH1R) (MCHR) (SLC-1) (Somatostatin receptor-like protein);MCHR1 GPR24 SLC1;Homo sapiens (Human)
Q16873;LTC4S_HUMAN;reviewed;Leukotriene C4 synthase (LTC4 synthase) (EC 4.4.1.20) (Leukotriene-C(4) synthase);LTC4S;Homo sapiens (Human)
Q5J8X5;M4A13_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 13 (Testis-expressed transmembrane protein 4);MS4A13;Homo sapiens (Human)
Q8N5U1;M4A15_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 15;MS4A15;Homo sapiens (Human)
Q96PG1;M4A4E_HUMAN;reviewed;Putative membrane-spanning 4-domains subfamily A member 4E;MS4A4E;Homo sapiens (Human)
Q9Y2U8;MAN1_HUMAN;reviewed;Inner nuclear membrane protein Man1 (LEM domain-containing protein 3);LEMD3 MAN1;Homo sapiens (Human)
Q86UD3;MARH3_HUMAN;reviewed;E3 ubiquitin-protein ligase MARCH3 (EC 2.3.2.27) (Membrane-associated RING finger protein 3) (Membrane-associated RING-CH protein III) (MARCH-III) (RING finger protein 173) (RING-type E3 ubiquitin transferase MARCH3);MARCH3 RNF173;Homo sapiens (Human)
Q9NX47;MARH5_HUMAN;reviewed;E3 ubiquitin-protein ligase MARCH5 (EC 2.3.2.27) (Membrane-associated RING finger protein 5) (Membrane-associated RING-CH protein V) (MARCH-V) (Mitochondrial ubiquitin ligase) (MITOL) (RING finger protein 153) (RING-type E3 ubiquitin transferase MARCH5);MARCH5 RNF153;Homo sapiens (Human)
A6NNE9;MARHB_HUMAN;reviewed;E3 ubiquitin-protein ligase MARCH11 (EC 2.3.2.27) (Membrane-associated RING finger protein 11) (Membrane-associated RING-CH protein XI) (MARCH-XI) (RING-type E3 ubiquitin transferase MARCH11);MARCH11;Homo sapiens (Human)
Q6ZNC8;MBOA1_HUMAN;reviewed;Lysophospholipid acyltransferase 1 (LPLAT 1) (EC 2.3.1.-) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 1) (O-acyltransferase domain-containing protein 1);MBOAT1 OACT1;Homo sapiens (Human)
Q96A59;MALD3_HUMAN;reviewed;MARVEL domain-containing protein 3;MARVELD3 MRVLDC3;Homo sapiens (Human)
Q8TCQ1;MARH1_HUMAN;reviewed;E3 ubiquitin-protein ligase MARCH1 (EC 2.3.2.27) (Membrane-associated RING finger protein 1) (Membrane-associated RING-CH protein I) (MARCH-I) (RING finger protein 171) (RING-type E3 ubiquitin transferase MARCH1);MARCH1 RNF171;Homo sapiens (Human)
Q5T0T0;MARH8_HUMAN;reviewed;E3 ubiquitin-protein ligase MARCH8 (EC 2.3.2.27) (Cellular modulator of immune recognition) (c-MIR) (Membrane-associated RING finger protein 8) (Membrane-associated RING-CH protein VIII) (MARCH-VIII) (RING finger protein 178) (RING-type E3 ubiquitin transferase MARCH8);MARCH8 MIR RNF178;Homo sapiens (Human)
Q68DH5;LMBD2_HUMAN;reviewed;LMBR1 domain-containing protein 2;LMBRD2;Homo sapiens (Human)
Q9C0E8;LNP_HUMAN;reviewed;Protein lunapark;LNP KIAA1715;Homo sapiens (Human)
Q9HBW0;LPAR2_HUMAN;reviewed;Lysophosphatidic acid receptor 2 (LPA receptor 2) (LPA-2) (Lysophosphatidic acid receptor Edg-4);LPAR2 EDG4 LPA2;Homo sapiens (Human)
Q9UBY5;LPAR3_HUMAN;reviewed;Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7);LPAR3 EDG7 LPA3;Homo sapiens (Human)
Q13021;MALL_HUMAN;reviewed;MAL-like protein (Protein BENE);MALL BENE;Homo sapiens (Human)
Q8TF71;MOT10_HUMAN;reviewed;Monocarboxylate transporter 10 (MCT 10) (Aromatic amino acid transporter 1) (Solute carrier family 16 member 10) (T-type amino acid transporter 1);SLC16A10 MCT10 TAT1;Homo sapiens (Human)
O75352;MPU1_HUMAN;reviewed;Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15);MPDU1;Homo sapiens (Human)
Q96J65;MRP9_HUMAN;reviewed;Multidrug resistance-associated protein 9 (ATP-binding cassette sub-family C member 12);ABCC12 MRP9;Homo sapiens (Human)
Q86WK9;MPRA_HUMAN;reviewed;Membrane progestin receptor alpha (mPR alpha) (Progestin and adipoQ receptor family member 7) (Progestin and adipoQ receptor family member VII);PAQR7 MRPA;Homo sapiens (Human)
Q9HD23;MRS2_HUMAN;reviewed;Magnesium transporter MRS2 homolog, mitochondrial (MRS2-like protein);MRS2 HPT MRS2L;Homo sapiens (Human)
O75425;MSPD3_HUMAN;reviewed;Motile sperm domain-containing protein 3;MOSPD3;Homo sapiens (Human)
Q9UDX5;MTFP1_HUMAN;reviewed;Mitochondrial fission process protein 1 (Mitochondrial 18 kDa protein) (MTP18);MTFP1 MTP18 HSPC242 My022;Homo sapiens (Human)
O14880;MGST3_HUMAN;reviewed;Microsomal glutathione S-transferase 3 (Microsomal GST-3) (EC 2.5.1.18) (Microsomal GST-III);MGST3;Homo sapiens (Human)
Q5HYA8;MKS3_HUMAN;reviewed;Meckelin (Meckel syndrome type 3 protein) (Transmembrane protein 67);TMEM67 MKS3;Homo sapiens (Human)
Q16653;MOG_HUMAN;reviewed;Myelin-oligodendrocyte glycoprotein;MOG;Homo sapiens (Human)
O95563;MPC2_HUMAN;reviewed;Mitochondrial pyruvate carrier 2 (Brain protein 44);MPC2 BRP44;Homo sapiens (Human)
Q3SYC2;MOGT2_HUMAN;reviewed;2-acylglycerol O-acyltransferase 2 (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 2) (MGAT2) (hMGAT2) (Diacylglycerol O-acyltransferase candidate 5) (hDC5) (Diacylglycerol acyltransferase 2-like protein 5) (Monoacylglycerol O-acyltransferase 2);MOGAT2 DC5 DGAT2L5;Homo sapiens (Human)
Q6ZSM3;MOT12_HUMAN;reviewed;Monocarboxylate transporter 12 (MCT 12) (Creatine transporter 2) (CRT2) (Solute carrier family 16 member 12);SLC16A12 MCT12;Homo sapiens (Human)
O60669;MOT2_HUMAN;reviewed;Monocarboxylate transporter 2 (MCT 2) (Solute carrier family 16 member 7);SLC16A7 MCT2;Homo sapiens (Human)
P0DKB6;MPC1L_HUMAN;reviewed;Mitochondrial pyruvate carrier 1-like protein;MPC1L;Homo sapiens (Human)
Q8TDS7;MRGRD_HUMAN;reviewed;Mas-related G-protein coupled receptor member D (Beta-alanine receptor) (G-protein coupled receptor TGR7);MRGPRD MRGD;Homo sapiens (Human)
Q86SM8;MRGRE_HUMAN;reviewed;Mas-related G-protein coupled receptor member E (G-protein coupled receptor 167);MRGPRE GPR167 MRGE;Homo sapiens (Human)
Q86SM5;MRGRG_HUMAN;reviewed;Mas-related G-protein coupled receptor member G (G-protein coupled receptor 169);MRGPRG GPR169 MRGG;Homo sapiens (Human)
O15438;MRP3_HUMAN;reviewed;Canalicular multispecific organic anion transporter 2 (ATP-binding cassette sub-family C member 3) (Multi-specific organic anion transporter D) (MOAT-D) (Multidrug resistance-associated protein 3);ABCC3 CMOAT2 MLP2 MRP3;Homo sapiens (Human)
O15375;MOT6_HUMAN;reviewed;Monocarboxylate transporter 6 (MCT 6) (Monocarboxylate transporter 5) (MCT 5) (Solute carrier family 16 member 5);SLC16A5 MCT5 MCT6;Homo sapiens (Human)
Q7RTY1;MOT9_HUMAN;reviewed;Monocarboxylate transporter 9 (MCT 9) (Solute carrier family 16 member 9);SLC16A9 C10orf36 MCT9;Homo sapiens (Human)
Q9Y5U8;MPC1_HUMAN;reviewed;Mitochondrial pyruvate carrier 1 (Brain protein 44-like protein);MPC1 BRP44L CGI-129 HSPC040 PNAS-115;Homo sapiens (Human)
Q9GZW8;MS4A7_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 7 (CD20 antigen-like 4) (CD20/FC-epsilon-RI-beta family member 4) (Four-span transmembrane protein 2);MS4A7 4SPAN2 CD20L4 CFFM4;Homo sapiens (Human)
Q8N4V1;MMGT1_HUMAN;reviewed;Membrane magnesium transporter 1 (ER membrane protein complex subunit 5) (Transmembrane protein 32);MMGT1 EMC5 TMEM32;Homo sapiens (Human)
Q86VF5;MOGT3_HUMAN;reviewed;2-acylglycerol O-acyltransferase 3 (EC 2.3.1.20) (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 3) (MGAT3) (Diacylglycerol O-acyltransferase candidate 7) (hDC7) (Diacylglycerol acyltransferase 2-like protein 7) (Monoacylglycerol O-acyltransferase 3);MOGAT3 DC7 DGAT2L7 UNQ9383/PRO34208;Homo sapiens (Human)
O95907;MOT3_HUMAN;reviewed;Monocarboxylate transporter 3 (MCT 3) (Solute carrier family 16 member 8);SLC16A8 MCT3;Homo sapiens (Human)
O15374;MOT5_HUMAN;reviewed;Monocarboxylate transporter 5 (MCT 5) (Monocarboxylate transporter 4) (MCT 4) (Solute carrier family 16 member 4);SLC16A4 MCT4 MCT5;Homo sapiens (Human)
Q2QL34;MP17L_HUMAN;reviewed;Mpv17-like protein (M-LP homolog) (M-LPH);MPV17L;Homo sapiens (Human)
Q00325;MPCP_HUMAN;reviewed;Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3);SLC25A3 PHC OK/SW-cl.48;Homo sapiens (Human)
Q53F39;MPPE1_HUMAN;reviewed;Metallophosphoesterase 1 (EC 3.1.-.-) (Post-GPI attachment to proteins factor 5);MPPE1 PGAP5 PP579;Homo sapiens (Human)
Q9NXK6;MPRG_HUMAN;reviewed;Membrane progestin receptor gamma (mPR gamma) (Progestin and adipoQ receptor family member 5) (Progestin and adipoQ receptor family member V);PAQR5 MPRG;Homo sapiens (Human)
Q7L4E1;MIGA2_HUMAN;reviewed;Mitoguardin 2 (Protein FAM73B);MIGA2 C9orf54 FAM73B PSEC0112;Homo sapiens (Human)
Q7RTY0;MOT13_HUMAN;reviewed;Monocarboxylate transporter 13 (MCT 13) (Solute carrier family 16 member 13);SLC16A13 MCT13;Homo sapiens (Human)
O15403;MOT7_HUMAN;reviewed;Monocarboxylate transporter 7 (MCT 7) (Monocarboxylate transporter 6) (MCT 6) (Solute carrier family 16 member 6);SLC16A6 MCT6 MCT7;Homo sapiens (Human)
P36021;MOT8_HUMAN;reviewed;Monocarboxylate transporter 8 (MCT 8) (Monocarboxylate transporter 7) (MCT 7) (Solute carrier family 16 member 2) (X-linked PEST-containing transporter);SLC16A2 MCT8 XPCT;Homo sapiens (Human)
P22888;LSHR_HUMAN;reviewed;Lutropin-choriogonadotropic hormone receptor (LH/CG-R) (Luteinizing hormone receptor) (LHR) (LSH-R);LHCGR LCGR LGR2 LHRHR;Homo sapiens (Human)
Q9BY19;M4A8_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 8 (Four-span transmembrane protein 4) (Membrane-spanning 4-domains subfamily A member 8B);MS4A8 4SPAN4 MS4A8B;Homo sapiens (Human)
A6NDP7;MADL2_HUMAN;reviewed;Myeloid-associated differentiation marker-like protein 2;MYADML2;Homo sapiens (Human)
Q8N8R3;MCATL_HUMAN;reviewed;Mitochondrial basic amino acids transporter (Carnitine/acylcarnitine translocase-like) (CACT-like) (Mitochondrial carnitine/acylcarnitine carrier protein CACL) (Mitochondrial ornithine transporter 3) (Solute carrier family 25 member 29);SLC25A29 C14orf69 ORNT3;Homo sapiens (Human)
Q6DN14;MCTP1_HUMAN;reviewed;Multiple C2 and transmembrane domain-containing protein 1;MCTP1;Homo sapiens (Human)
P08183;MDR1_HUMAN;reviewed;Multidrug resistance protein 1 (EC 3.6.3.44) (ATP-binding cassette sub-family B member 1) (P-glycoprotein 1) (CD antigen CD243);ABCB1 MDR1 PGY1;Homo sapiens (Human)
Q02978;M2OM_HUMAN;reviewed;Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (Solute carrier family 25 member 11);SLC25A11 SLC20A4;Homo sapiens (Human)
Q6ZWT7;MBOA2_HUMAN;reviewed;Lysophospholipid acyltransferase 2 (LPLAT 2) (EC 2.3.1.-) (1-acylglycerophosphate O-acyltransferase) (EC 2.3.1.51) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (Lysophosphatidic acid acyltransferase) (LPAAT) (Lyso-PA acyltransferase) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 2) (O-acyltransferase domain-containing protein 2);MBOAT2 OACT2;Homo sapiens (Human)
Q6DN12;MCTP2_HUMAN;reviewed;Multiple C2 and transmembrane domain-containing protein 2;MCTP2;Homo sapiens (Human)
Q96PG2;M4A10_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 10 (CD20 antigen-like 7);MS4A10 CD20L7 MS4A9;Homo sapiens (Human)
Q96JA4;M4A14_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 14 (Testis development protein NYD-SP21);MS4A14 MS4A13 MS4A16;Homo sapiens (Human)
Q3C1V0;M4A18_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 18;MS4A18;Homo sapiens (Human)
Q96JQ5;M4A4A_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 4A (CD20 antigen-like 1) (Four-span transmembrane protein 1);MS4A4A 4SPAN1 CD20L1 MS4A4 HDCME31P;Homo sapiens (Human)
Q86YJ5;MARH9_HUMAN;reviewed;E3 ubiquitin-protein ligase MARCH9 (EC 2.3.2.27) (Membrane-associated RING finger protein 9) (Membrane-associated RING-CH protein IX) (MARCH-IX) (RING finger protein 179) (RING-type E3 ubiquitin transferase MARCH9);MARCH9 RNF179;Homo sapiens (Human)
P35410;MAS1L_HUMAN;reviewed;Mas-related G-protein coupled receptor MRG (MAS-R) (MAS1-like);MAS1L MRG;Homo sapiens (Human)
Q8TDD5;MCLN3_HUMAN;reviewed;Mucolipin-3;MCOLN3;Homo sapiens (Human)
Q96AQ8;MCUR1_HUMAN;reviewed;Mitochondrial calcium uniporter regulator 1 (MCU regulator 1) (Coiled-coil domain-containing protein 90A, mitochondrial);MCUR1 C6orf79 CCDC90A;Homo sapiens (Human)
P32245;MC4R_HUMAN;reviewed;Melanocortin receptor 4 (MC4-R);MC4R;Homo sapiens (Human)
O95772;MENTO_HUMAN;reviewed;MLN64 N-terminal domain homolog (STARD3 N-terminal-like protein);STARD3NL MENTHO UNQ855/PRO1864;Homo sapiens (Human)
Q14CX5;MF13A_HUMAN;reviewed;Transmembrane protein 180 (Major facilitator superfamily domain-containing 13A);MFSD13A C10orf77 TMEM180;Homo sapiens (Human)
Q96A46;MFRN2_HUMAN;reviewed;Mitoferrin-2 (Mitochondrial RNA-splicing protein 3/4 homolog) (MRS3/4) (hMRS3/4) (Mitochondrial iron transporter 2) (Solute carrier family 25 member 28);SLC25A28 MFRN2 NPD016;Homo sapiens (Human)
Q6ZSS7;MFSD6_HUMAN;reviewed;Major facilitator superfamily domain-containing protein 6 (Macrophage MHC class I receptor 2 homolog);MFSD6 MMR2;Homo sapiens (Human)
Q8IWT6;LRC8A_HUMAN;reviewed;Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A) (Swelling protein 1);LRRC8A KIAA1437 LRRC8 SWELL1 UNQ221/PRO247;Homo sapiens (Human)
Q8TDW0;LRC8C_HUMAN;reviewed;Volume-regulated anion channel subunit LRRC8C (Factor for adipocyte differentiation 158) (Leucine-rich repeat-containing protein 8C);LRRC8C AD158 FAD158;Homo sapiens (Human)
Q6NSJ5;LRC8E_HUMAN;reviewed;Volume-regulated anion channel subunit LRRC8E (Leucine-rich repeat-containing protein 8E);LRRC8E;Homo sapiens (Human)
P04201;MAS_HUMAN;reviewed;Proto-oncogene Mas;MAS1 MAS;Homo sapiens (Human)
P41968;MC3R_HUMAN;reviewed;Melanocortin receptor 3 (MC3-R);MC3R;Homo sapiens (Human)
O43772;MCAT_HUMAN;reviewed;Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (Solute carrier family 25 member 20);SLC25A20 CAC CACT;Homo sapiens (Human)
Q96DS6;M4A6E_HUMAN;reviewed;Membrane-spanning 4-domains subfamily A member 6E;MS4A6E;Homo sapiens (Human)
P21145;MAL_HUMAN;reviewed;Myelin and lymphocyte protein (T-lymphocyte maturation-associated protein);MAL;Homo sapiens (Human)
Q96T53;MBOA4_HUMAN;reviewed;Ghrelin O-acyltransferase (EC 2.3.1.-) (Membrane-bound O-acyltransferase domain-containing protein 4) (O-acyltransferase domain-containing protein 4);MBOAT4 GOAT OACT4 FKSG89;Homo sapiens (Human)
Q4ZIN3;MBRL_HUMAN;reviewed;Membralin (Transmembrane protein 259);TMEM259 C19orf6;Homo sapiens (Human)
Q969V1;MCHR2_HUMAN;reviewed;Melanin-concentrating hormone receptor 2 (MCH receptor 2) (MCH-R2) (MCHR-2) (G-protein coupled receptor 145) (GPRv17) (MCH-2R) (MCH2) (MCH2R);MCHR2 GPR145 SLT;Homo sapiens (Human)
Q96MC6;MF14A_HUMAN;reviewed;Hippocampus abundant transcript 1 protein (Major facilitator superfamily domain-containing 14A) (Putative tetracycline transporter-like protein);MFSD14A HIAT1;Homo sapiens (Human)
Q8IWA4;MFN1_HUMAN;reviewed;Mitofusin-1 (EC 3.6.5.-) (Fzo homolog) (Transmembrane GTPase MFN1);MFN1;Homo sapiens (Human)
Q96N66;MBOA7_HUMAN;reviewed;Lysophospholipid acyltransferase 7 (LPLAT 7) (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (EC 2.3.1.n4) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase) (LPIAT) (Lyso-PI acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (h-mboa-7);MBOAT7 BB1 LENG4 OACT7;Homo sapiens (Human)
Q8NE86;MCU_HUMAN;reviewed;Calcium uniporter protein, mitochondrial (HsMCU) (Coiled-coil domain-containing protein 109A);MCU C10orf42 CCDC109A;Homo sapiens (Human)
Q969L2;MAL2_HUMAN;reviewed;Protein MAL2;MAL2;Homo sapiens (Human)
Q9P2E8;MARH4_HUMAN;reviewed;E3 ubiquitin-protein ligase MARCH4 (EC 2.3.2.27) (Membrane-associated RING finger protein 4) (Membrane-associated RING-CH protein IV) (MARCH-IV) (RING finger protein 174) (RING-type E3 ubiquitin transferase MARCH4);MARCH4 KIAA1399 RNF174;Homo sapiens (Human)
Q8IZK6;MCLN2_HUMAN;reviewed;Mucolipin-2;MCOLN2;Homo sapiens (Human)
Q9BSK0;MALD1_HUMAN;reviewed;MARVEL domain-containing protein 1;MARVELD1 MRVLDC1;Homo sapiens (Human)
Q8N4S9;MALD2_HUMAN;reviewed;MARVEL domain-containing protein 2 (Tricellulin);MARVELD2 TRIC;Homo sapiens (Human)
Q8IWD5;MFS6L_HUMAN;reviewed;Major facilitator superfamily domain-containing protein 6-like;MFSD6L FP7072;Homo sapiens (Human)
Q6UXD7;MFSD7_HUMAN;reviewed;Major facilitator superfamily domain-containing protein 7 (Myosin light polypeptide 5 regulatory protein) (MYL5);MFSD7 LP2561 UNQ385/PRO717;Homo sapiens (Human)
Q15049;MLC1_HUMAN;reviewed;Membrane protein MLC1;MLC1 KIAA0027 WKL1;Homo sapiens (Human)
A6NFX1;MFS2B_HUMAN;reviewed;Major facilitator superfamily domain-containing protein 2B;MFSD2B;Homo sapiens (Human)
Q5TF39;MFS4B_HUMAN;reviewed;Sodium-dependent glucose transporter 1 (Major facilitator superfamily domain-containing protein 4B);MFSD4B KIAA1919 NAGLT1 HSPC100;Homo sapiens (Human)
Q9H2D1;MFTC_HUMAN;reviewed;Mitochondrial folate transporter/carrier (Solute carrier family 25 member 32);SLC25A32 MFT MFTC;Homo sapiens (Human)
Q6UXV4;MIC27_HUMAN;reviewed;MICOS complex subunit MIC27 (Apolipoprotein O-like) (Protein FAM121A);APOOL CXorf33 FAM121A MIC27 UNQ8193/PRO23204;Homo sapiens (Human)
P30301;MIP_HUMAN;reviewed;Lens fiber major intrinsic protein (Aquaporin-0) (MIP26) (MP26);MIP AQP0;Homo sapiens (Human)
P10620;MGST1_HUMAN;reviewed;Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I);MGST1 GST12 MGST;Homo sapiens (Human)
Q8N468;MFD4A_HUMAN;reviewed;Major facilitator superfamily domain-containing protein 4A (Major facilitator superfamily domain-containing protein 4);MFSD4A MFSD4 UNQ3064/PRO9894;Homo sapiens (Human)
Q14728;MFS10_HUMAN;reviewed;Major facilitator superfamily domain-containing protein 10 (Tetracycline transporter-like protein);MFSD10 TETRAN;Homo sapiens (Human)
Q6NUT3;MFS12_HUMAN;reviewed;Major facilitator superfamily domain-containing protein 12;MFSD12 C19orf28;Homo sapiens (Human)
Q9H3U5;MFSD1_HUMAN;reviewed;Major facilitator superfamily domain-containing protein 1 (Smooth muscle cell-associated protein 4) (SMAP-4);MFSD1 SMAP4 UG0581B09;Homo sapiens (Human)
Q96ES6;MFSD3_HUMAN;reviewed;Major facilitator superfamily domain-containing protein 3;MFSD3;Homo sapiens (Human)
