target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,G&ouml; 7874,335,,,135650308,Allosteric modulator,Negative,,,f,,"",pKd,,5,,,,,,,,,,10860942
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,<i>N</i>-benzyl brucine,332,,,135652694,Allosteric modulator,Negative,,,f,,"",pKd,,4.8,,,,,,,,,,9495826
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,N-chloromethyl-brucine,344,,,135652706,Allosteric modulator,Negative,,,f,,"",pKd,,4.6,,,,,,,,,,9495826
M<sub>2</sub> receptor,14,Chrm2,Q9ERZ4,ENSMUSG00000045613,,,,,,,Mouse,tacrine,6687,,,178103299,Allosteric modulator,Negative,"",Not Determined,f,f,"",pIC50,,5.67999982833862,,IC50,,2100,,=,"","","",1552502
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,W-84,362,,,135651318,Allosteric modulator,Negative,"",Not Determined,f,f,"",pKd,7.5,,6,-,,,,=,"","","",12815174|15163212
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,"WIN 51,708",339,,,135651325,Allosteric modulator,Negative,,,f,,"",pKd,,5.9,,,,,,,,,,12435818
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,"WIN 62,577",340,,,135651327,Allosteric modulator,Negative,,,f,,"",pKd,,5.3,,,,,,,,,,12435818
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,thiochrome,348,,,135651256,Allosteric modulator,Neutral,,,f,,"",pKd,,3.9,,,,,,,,,,14722259
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,vinburnine,345,,,135650219,Allosteric modulator,Neutral,,,f,,"",pKd,,4.2,,,,,,,,,,9224827
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,vincamine,349,,,135652725,Allosteric modulator,Neutral,,,f,,"",pKd,,5.1,,,,,,,,,,9224827
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,brucine,342,,,135652672,Allosteric modulator,Positive,,,f,,"",pKd,4.6,,4.3,,,,,,,,,9224827|9495826
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,brucine <i>N</i>-oxide,343,,,135650027,Allosteric modulator,Positive,,,f,,"",pKd,,3.5,,,,,,,,,,9495826
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,dimethyl-W84,365,,,135650189,Allosteric modulator,Positive,,,f,,"",pKi,,8.5,,,,,,,,,,12815174
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,Duo3,7635,,,223365970,Allosteric modulator,Positive,"",Not Determined,f,f,"",pEC50,,7.05000019073486,,-,,,,=,"","","",16157694
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,<i>N</i>-benzyl brucine,332,,,135652694,Allosteric modulator,Positive,,,f,,"",pKd,,4.8,,,,,,,,,,9495826
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,KT 5823,338,,,135652699,Allosteric modulator,Positive,,,f,,"",pKd,,5.7,,,,,,,,,,10860942
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,LY2033298,3262,,,178100305,Allosteric modulator,Positive,"",Not Determined,f,f,"",pKd,,4.40000009536743,,-,,,,=,"","","",21989256
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,LY2119620,6938,,,178103520,Allosteric modulator,Positive,"",Not Determined,f,f,"",pKd,,5.69999980926514,,-,,,,=,"","","",24256733|24807965
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,N-chloromethyl-brucine,344,,,135652706,Allosteric modulator,Positive,,,f,,"",pKd,,4.6,,,,,,,,,,9495826
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,staurosporine,346,,,135652717,Allosteric modulator,Positive,,,f,,"",pKd,,5.1,,,,,,,,,,10860942
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,strychnine,347,,,135652718,Allosteric modulator,Positive,,,f,,"",pKd,5,,4.9,,,,,,,,,7651370|9224827|12815174
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,[<sup>3</sup>H]dimethyl-W84,364,,,135651147,Allosteric modulator,Positive,"",Not Determined,f,f,"",pKd,,8.5,,-,,,,=,"","","",12815174
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,W-84,362,,,135651318,Allosteric modulator,Positive,,,f,,"",pKi,,7.6,,,,,,,,,,12815174
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,WDuo3,363,,,135651324,Allosteric modulator,Positive,,,f,,"",pKi,,6.9,,,,,,,,,,12815174
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,4-DAMP,307,,,135649797,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,8.30000019073486,,-,,,,=,"","","",9454790
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,4-DAMP,307,,,135649797,Antagonist,Antagonist,,,f,,"",pKi,,8.2,,,,,,,,,,1325587|9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,aclidinium,7449,,,178104021,Antagonist,Antagonist,"",Non-selective,f,f,"",pIC50,,9.77000045776367,,IC50,,0.170000001788139,,=,"","","",19653626
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,AE9C90CB,8586,,,252166787,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,8.60000038146973,,-,,,,=,"","","",20590605
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,AFDX384,3264,,,178100307,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,8.19999980926514,,-,,,,=,"","","",1994002
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,Alexa-488-telenzepine,8600,,,252166801,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,8.80000019073486,,-,,,,=,"","","",23357106
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,amitriptyline,200,,,135649939,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,7.92999982833862,,Ki,,11.8000001907349,,=,"","","",8100134
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,AQ-RA 741,8584,,,252166785,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,8.39999961853027,,-,,,,=,"","","",1994002|9671109
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,atropine,320,,,135652667,Antagonist,Antagonist,,,f,,"",pKi,9.1,,9,,,,,,,,,1325587|9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,atropine,320,,,135652667,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,9.19999980926514,,7.80000019073486,-,,,,=,"","","",3443095|12235229|12049493|2704370|11303071|9454790|16188951
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,benzatropine,7601,,,223365936,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,8.59000015258789,,Ki,,2.59999990463257,,=,Displacement binding assay using homogenised rat caudate putamen.,"","",7562926
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,biperiden,7128,,,178103704,Antagonist,Antagonist,"",Non-selective,f,f,"",pKd,,8.19999980926514,,Kd,,6.30000019073486,,=,"","","",1346637
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,Cy3B-telenzepine,8598,,,252166799,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,10.3999996185303,,-,,,,=,"","","",23357106
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,dexetimide,354,,,135650172,Antagonist,Antagonist,,,f,,"",pKi,,8.8,,,,,,,,,,9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,dexetimide,354,,,135650172,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,8.89999961853027,,-,,,,=,"","","",9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,dicyclomine,355,,,135650178,Antagonist,Antagonist,,,f,,"",pKi,,6.6,,,,,,,,,,2704370
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,dosulepin,7549,,,223365885,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,6.96000003814697,,Ki,,109,,=,"","","",8100134
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,ethopropazine,7181,,,178103756,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,8.14000034332275,,Ki,,7.19999980926514,,=,Displacement of [<sup<3</sup>H]QNB binding in rat hindbrain brain homogenate.,"","",2904117
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,glycopyrrolate,7459,,,187051762,Antagonist,Antagonist,"",Not Determined,f,t,"",pIC50,,9.30000019073486,,IC50,,0.500999987125397,,=,Assay uses glycopyrronium bromide,"","",21036043
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,guanylpirenzepine,3276,,,178100317,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,5.30000019073486,,-,,,,=,"","","",8813552
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,hexahydrodifenidol,322,,,135650347,Antagonist,Antagonist,,,f,,"",pKi,,6.7,,,,,,,,,,2704370
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,hexahydrosiladifenidol,310,,,135652751,Antagonist,Antagonist,,,f,,"",pKi,6.8,,6.7,,,,,,,,,1325587|9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,hexahydrosiladifenidol,310,,,135652751,Antagonist,Antagonist,,,f,,"",pKi,6.8,,6.6,,,,,,,,,8759038|2704370|9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,hexocyclium,323,,,135650349,Antagonist,Antagonist,,,f,,"",pKi,,7.6,,,,,,,,,,2704370
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,himbacine,324,,,135650350,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,8.39999961853027,,7.90000009536743,-,,,,=,"","","",7925952|1331410|9454790|1994002
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,himbacine,324,,,135650350,Antagonist,Antagonist,,,f,,"",pKi,,7.9,,,,,,,,,,9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,imipramine,357,,,135650384,Antagonist,Antagonist,,,f,,"",pKi,,6.9,,,,,,,,,,9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,<i>p</i>-F-HHSiD,308,,,135650408,Antagonist,Antagonist,,,f,,"",pKi,6.6,,6.1,,,,,,,,,12049493|8759038
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,ipratropium,325,,,135650410,Antagonist,Antagonist,,,f,,"",pKi,,8.8,,,,,,,,,,11303071
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,levetimide,358,,,135650514,Antagonist,Antagonist,,,f,,"",pKi,,5,,,,,,,,,,9454790
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,levetimide,358,,,135650514,Antagonist,Antagonist,,,f,,"",pKi,,4.8,,,,,,,,,,9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,lithocholylcholine,326,,,135650527,Antagonist,Antagonist,,,f,,"",pKi,,5.4,,,,,,,,,,12235229
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,methoctramine,327,,,135650585,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,8.39999961853027,,7.30000019073486,-,,,,=,"","","",8759038|2704370|9454790|16188951|1994002|9113359
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,methoctramine,327,,,135650585,Antagonist,Antagonist,,,f,,"",pKi,,7.3,,,,,,,,,,9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,ML381,8591,,,252166792,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,4.51999998092651,,Ki,,30000,,>,"","","",24692176
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,muscarinic toxin 3,313,,,135652306,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,6,,-,,,,>,"","","",7925952
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,muscarinic toxin 3,313,,,135652306,Antagonist,Antagonist,"",Not Determined,f,f,"",pA2,,6.30000019073486,,-,,,,<,"","","",9862767
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,muscarinic toxin 7,314,,,135652307,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,5,,-,,,,>,"","","",10799315
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,otenzepad,309,,,135649900,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,7.19999980926514,,6.69999980926514,-,,,,=,"","","",2704370|9454790
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,otenzepad,309,,,135649900,Antagonist,Antagonist,,,f,,"",pKi,7.3,,4.6,,,,,,,,,2846274|1325587|9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,oxybutynin,359,,,135650784,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,8.10000038146973,,7.69999980926514,-,,,,=,"","","",12122494|20590605
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,pirenzepine,328,,,135650832,Antagonist,Antagonist,,,f,,"",pKi,7.4,,5.3,,,,,,,,,2846274|1325587|9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,pirenzepine,328,,,135650832,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,6.69999980926514,,6,-,,,,=,"","","",12049493|2704370|7925952|9454790|16188951|1994002|9113359|2043926
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,propantheline,329,,,135650857,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,,9.5,,-,,,,=,"","","",12049493
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,revefenacin,10129,,,381118839,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,9.52000045776367,,Ki,,0.301999986171722,,=,"Determined from a radioligand binding assay using membranes from CHO‐K1 cells expressing the hM<sub>2</sub> receptor, and displacement of [<sup>3</sup>H]NMS tracer.","","",29736245
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,SCH 57790,350,,,135651029,Antagonist,Antagonist,,,f,,"",pKi,,8.6,,,,,,,,,,10069520
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,scopolamine,330,,,135651031,Antagonist,Antagonist,,,f,,"",pKi,,8.7,,,,,,,,,,12049493
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,(S)-dimetindene,10104,,,381118814,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,7.51999998092651,,Ki,,30.2000007629395,,=,Binding to hM2 receptors expressed in CHO cells.,"","",12593665
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,silahexocyclium,331,,,135651044,Antagonist,Antagonist,,,f,,"",pKi,,7.5,,,,,,,,,,2704370
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,solifenacin,7483,,,187051786,Antagonist,Antagonist,"",Not Determined,f,t,"",pIC50,,6.23999977111816,,IC50,,573,,=,"","","",21524581
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,solifenacin,7483,,,187051786,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,7.09999990463257,,6.90000009536743,-,,,,=,"","","",12122494|20590605
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,[<sup>3</sup>H]4NMPB,352,,,135651126,Antagonist,Antagonist,,,f,,"",pKd,,9.4,,,,,,,,,,2846274
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,[<sup>3</sup>H]AF DX-384,368,,,135651133,Antagonist,Antagonist,,,f,,"",pKd,,8.7,,,,,,,,,,1941609
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,[<sup>3</sup>H]clidinium,351,,,135651180,Antagonist,Antagonist,,,f,,"",pKd,,9.6,,,,,,,,,,9454790
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,[<sup>3</sup>H]clidinium,351,,,135651180,Antagonist,Antagonist,,,f,,"",pKd,,9.5,,,,,,,,,,9454790
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,[<sup>3</sup>H]N-methyl scopolamine,317,,,135651190,Antagonist,Antagonist,"",Not Determined,f,f,"",pKd,9.89999961853027,,9.30000019073486,Kd,0.519999980926514,,0.140000000596046,=,"","","",7687290|7651370|12235229|9224827|16675658|7925952|11303071|16369696|9846649
M<sub>2</sub> receptor,14,Chrm2,P10980,ENSRNOG00000011928,,,,,,,Rat,[<sup>3</sup>H]N-methyl scopolamine,317,,,135651190,Antagonist,Antagonist,,,f,,"",pKd,,9.5,,,,,,,,,,2846274
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,[<sup>3</sup>H]QNB,318,,,135651193,Antagonist,Antagonist,"",Not Determined,f,,"",pKd,10.6,,10.1,Kd,0.0794,,0.0251,=,"","","",3443095
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,[<sup>3</sup>H]tiotropium,8592,,,252166793,Antagonist,Antagonist,"",Not Determined,f,f,"",pKd,,10.3000001907349,,-,,,,=,"","","",23435542
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,THRX160209,3255,,,178100298,Antagonist,Antagonist,"",Not Determined,f,f,"",pKi,,9.5,,-,,,,=,"","","",17478612
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,tiotropium,367,,,135651266,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,9.89999961853027,,-,,,,=,"","","",8441333
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,tripitramine,361,,,135651280,Antagonist,Antagonist,"",Selective,f,f,"",pKi,,9.60000038146973,,-,,,,=,"","","",7805774
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,UH-AH 37,8583,,,252166784,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,7.40000009536743,,7.30000019073486,-,,,,=,"","","",2043926|9671109
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,umeclidinium,7354,,,178103926,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,9.81999969482422,,Ki,,0.150000005960464,,=,"","","",19317446|23435542
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,VU0255035,3274,,,178100315,Antagonist,Antagonist,"",Non-selective,f,f,"",pKi,,6.19999980926514,,-,,,,=,"","","",19407080
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,darifenacin,321,,,135650160,Antagonist,Inverse agonist,"",Not Determined,f,f,"",pKi,7.59999990463257,,7,-,,,,=,"","","",11303071|16188951|9113359|12122494|20590605|9671109
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,oxybutynin,359,,,135650784,Antagonist,Inverse agonist,"",Not Determined,f,f,"",pKi,,7.92999982833862,,Ki,,11.75,,=,"","","",22243489
M<sub>2</sub> receptor,14,CHRM2,P08172,ENSG00000181072,,,,,,,Human,tolterodine,360,,,135651269,Antagonist,Inverse agonist,"",Non-selective,f,f,"",pKi,8.60000038146973,,8.39999961853027,-,,,,=,"","","",16188951|20590605|9671109
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,cevimeline,9658,,,348353617,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,5.59000015258789,,Ki,,2575,,=,Displacement of [<sup>3</sup>H]QNB from cloned receptor.,"","",9399977
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,methacholine,7438,,,178104010,Agonist,Agonist,"",Not Determined,f,f,"",pEC50,,6.92000007629395,,EC50,,120,,=,"","","",9622546
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,methacholine,7438,,,178104010,Agonist,Agonist,"",Not Determined,f,f,"",pEC50,,6.92000007629395,,EC50,,120,,=,"","","",9622546
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,(+)-aceclidine,286,,,135649887,Agonist,Full agonist,,,f,,"",pEC50,,5.7,,,,,,,,,,8968358
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,acetylcholine,294,,,135651424,Agonist,Full agonist,,,t,,"",pKi,5.4,,4.5,,,,,,,,,7651370|12235229|9224827
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,acetylcholine,294,,,135651424,Agonist,Full agonist,,,t,,"",pKi,,5.6,,,,,,,,,,12235229
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,arecaidine propargyl ester,295,,,135649955,Agonist,Full agonist,,,f,,"",pKi,,5.7,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,arecoline,296,,,135652666,Agonist,Full agonist,,,f,,"",pKi,,5.4,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,bethanechol,297,,,135649988,Agonist,Full agonist,"",Not Determined,f,t,"",pKi,,4.19999980926514,,-,,,,=,"","","",9224827
M<sub>3</sub> receptor,15,Chrm3,P08483,ENSRNOG00000014639,,,,,,,Rat,carbachol,298,,,135650055,Agonist,Full agonist,,,f,,"",pKi,,4.2,,,,,,,,,,12235229
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,carbachol,298,,,135650055,Agonist,Full agonist,"",Not Determined,f,t,"",pKi,4.40000009536743,,4,-,,,,=,"","","",12235229|9224827|10323594
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,furtrethonium,299,,,135650293,Agonist,Full agonist,,,f,,"",pKi,,4.1,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,methylfurmethide,300,,,135650592,Agonist,Full agonist,,,f,,"",pKi,,4.6,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,NNC 11-1314,291,,,135650726,Agonist,Full agonist,,,f,,"",pKi,7.7,,7.1,,,,,,,,,11504829
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,NNC 11-1585,292,,,135650727,Agonist,Full agonist,,,f,,"",pKi,,8.3,,,,,,,,,,11504829
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,NNC 11-1607,293,,,135650728,Agonist,Full agonist,,,f,,"",pKi,,8.1,,,,,,,,,,11504829
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,oxotremorine,302,,,135650782,Agonist,Full agonist,,,f,,"",pKi,,5.3,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,oxotremorine-M,303,,,135650783,Agonist,Full agonist,,,f,,"",pKi,,5.1,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,pentylthio-TZTP,304,,,135650807,Agonist,Full agonist,,,f,,"",pKi,,8.1,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,(-)-aceclidine,288,,,135649886,Agonist,Partial agonist,,,f,,"",pEC50,,5.1,,,,,,,,,,8968358
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,McN-A-343,290,,,135650571,Agonist,Partial agonist,,,f,,"",pKi,5.3,,5,,,,,,,,,7620715
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,milameline,301,,,135650609,Agonist,Partial agonist,,,f,,"",pKi,,5.1,,,,,,,,,,10323594
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,pilocarpine,305,,,135650824,Agonist,Partial agonist,"",Not Determined,f,t,"",pKi,,5.09999990463257,,-,,,,=,"","","",9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,sabcomeline,306,,,135650975,Agonist,Partial agonist,,,f,,"",pKi,,7,,,,,,,,,,10323594
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,xanomeline,57,,,135651331,Agonist,Partial agonist,,,f,,"",pKi,7.4,,7.2,,,,,,,,,9884068|10323594
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,alcuronium,341,,,135652664,Allosteric modulator,Negative,,,f,,"",pKd,,5.8,,,,,,,,,,9224827
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,brucine,342,,,135652672,Allosteric modulator,Negative,,,f,,"",pKd,4,,3.6,,,,,,,,,9224827|9495826
M<sub>3</sub> receptor,15,CHRM3,P20309,ENSG00000133019,,,,,,,Human,G&ouml; 7874,335,,,135650308,Allosteric modulator,Negative,,,f,,"",pKd,,5.1,,,,,,,,,,10860942
