Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P41223	BUD31_HUMAN	reviewed	Protein BUD31 homolog (Protein EDG-2) (Protein G10 homolog)	BUD31 EDG2	Homo sapiens (Human)	144
Q6UWJ8	C16L2_HUMAN	reviewed	CD164 sialomucin-like 2 protein	CD164L2 UNQ6122/PRO20044	Homo sapiens (Human)	174
Q9Y4F5	C170B_HUMAN	reviewed	Centrosomal protein of 170 kDa protein B (Centrosomal protein 170B) (Cep170B)	CEP170B FAM68C KIAA0284	Homo sapiens (Human)	1589
Q9NPY3	C1QR1_HUMAN	reviewed	Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR) (C1qR(p)) (C1qRp) (CDw93) (Complement component 1 q subcomponent receptor 1) (Matrix-remodeling-associated protein 4) (CD antigen CD93)	CD93 C1QR1 MXRA4	Homo sapiens (Human)	652
Q9BXJ1	C1QT1_HUMAN	reviewed	Complement C1q tumor necrosis factor-related protein 1 (G protein-coupled receptor-interacting protein) (GIP)	C1QTNF1 CTRP1 UNQ310/PRO353	Homo sapiens (Human)	281
Q6DHV5	C2D2B_HUMAN	reviewed	Protein CC2D2B	CC2D2B C10orf130 C10orf131	Homo sapiens (Human)	1058
Q9BXJ4	C1QT3_HUMAN	reviewed	Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)	C1QTNF3 CTRP3 UNQ753/PRO1484	Homo sapiens (Human)	246
A0A096LNP1	D131B_HUMAN	reviewed	Beta-defensin 131B (Defensin, beta 131)	DEFB131B	Homo sapiens (Human)	70
Q9BXI9	C1QT6_HUMAN	reviewed	Complement C1q tumor necrosis factor-related protein 6	C1QTNF6 CTRP6 UNQ581/PRO1151	Homo sapiens (Human)	278
Q8NEQ5	CA162_HUMAN	reviewed	Transmembrane protein C1orf162	C1orf162	Homo sapiens (Human)	155
Q9BWL3	CA043_HUMAN	reviewed	Uncharacterized protein C1orf43 (Hepatitis C virus NS5A-transactivated protein 4) (HCV NS5A-transactivated protein 4) (Protein NICE-3) (S863-3)	C1orf43 NICE3 NS5ATP4 HSPC012	Homo sapiens (Human)	253
Q9NP86	CABP5_HUMAN	reviewed	Calcium-binding protein 5 (CaBP5)	CABP5 CABP3	Homo sapiens (Human)	173
Q86Y37	CACL1_HUMAN	reviewed	CDK2-associated and cullin domain-containing protein 1 (Cdk-associated cullin1)	CACUL1 C10orf46 CAC1	Homo sapiens (Human)	369
Q8IXH8	CAD26_HUMAN	reviewed	Cadherin-like protein 26 (Cadherin-like protein VR20)	CDH26	Homo sapiens (Human)	832
Q01668	CAC1D_HUMAN	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2	Homo sapiens (Human)	2161
Q13111	CAF1A_HUMAN	reviewed	Chromatin assembly factor 1 subunit A (CAF-1 subunit A) (Chromatin assembly factor I p150 subunit) (CAF-I 150 kDa subunit) (CAF-I p150) (hp150)	CHAF1A CAF CAF1P150	Homo sapiens (Human)	956
Q8IU99	CAHM1_HUMAN	reviewed	Calcium homeostasis modulator protein 1 (Protein FAM26C)	CALHM1 FAM26C	Homo sapiens (Human)	346
Q9HA72	CAHM2_HUMAN	reviewed	Calcium homeostasis modulator protein 2 (Protein FAM26B)	CALHM2 FAM26B	Homo sapiens (Human)	323
P07384	CAN1_HUMAN	reviewed	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP)	CAPN1 CANPL1 PIG30	Homo sapiens (Human)	714
Q8WVQ1	CANT1_HUMAN	reviewed	Soluble calcium-activated nucleotidase 1 (SCAN-1) (EC 3.6.1.6) (Apyrase homolog) (Putative MAPK-activating protein PM09) (Putative NF-kappa-B-activating protein 107)	CANT1 SHAPY	Homo sapiens (Human)	401
Q08AD1	CAMP2_HUMAN	reviewed	Calmodulin-regulated spectrin-associated protein 2 (Calmodulin-regulated spectrin-associated protein 1-like protein 1)	CAMSAP2 CAMSAP1L1 KIAA1078	Homo sapiens (Human)	1489
Q14444	CAPR1_HUMAN	reviewed	Caprin-1 (Cell cycle-associated protein 1) (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) (Membrane component chromosome 11 surface marker 1) (RNA granule protein 105)	CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105	Homo sapiens (Human)	709
Q9ULU8	CAPS1_HUMAN	reviewed	Calcium-dependent secretion activator 1 (Calcium-dependent activator protein for secretion 1) (CAPS-1)	CADPS CAPS CAPS1 KIAA1121	Homo sapiens (Human)	1353
Q8ND23	CARL3_HUMAN	reviewed	Capping protein, Arp2/3 and myosin-I linker protein 3 (Capping protein regulator and myosin 1 linker protein 3) (Leucine-rich repeat-containing protein 16B)	CARMIL3 C14orf121 LRRC16B	Homo sapiens (Human)	1372
O15234	CASC3_HUMAN	reviewed	Protein CASC3 (Cancer susceptibility candidate gene 3 protein) (Metastatic lymph node gene 51 protein) (MLN 51) (Protein barentsz) (Btz)	CASC3 MLN51	Homo sapiens (Human)	703
Q6P4E1	CASC4_HUMAN	reviewed	Protein CASC4 (Cancer susceptibility candidate gene 4 protein)	CASC4 UNQ2573/PRO6308	Homo sapiens (Human)	433
Q14790	CASP8_HUMAN	reviewed	Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	CASP8 MCH5	Homo sapiens (Human)	479
Q92851	CASPA_HUMAN	reviewed	Caspase-10 (CASP-10) (EC 3.4.22.63) (Apoptotic protease Mch-4) (FAS-associated death domain protein interleukin-1B-converting enzyme 2) (FLICE2) (ICE-like apoptotic protease 4) [Cleaved into: Caspase-10 subunit p23/17; Caspase-10 subunit p12]	CASP10 MCH4	Homo sapiens (Human)	521
Q9NQ75	CASS4_HUMAN	reviewed	Cas scaffolding protein family member 4 (HEF-like protein) (HEF1-EFS-p130Cas-like protein) (HEPL)	CASS4 C20orf32 HEFL	Homo sapiens (Human)	786
P25774	CATS_HUMAN	reviewed	Cathepsin S (EC 3.4.22.27)	CTSS	Homo sapiens (Human)	331
Q13938	CAYP1_HUMAN	reviewed	Calcyphosin (Calcyphosine)	CAPS	Homo sapiens (Human)	275
Q9BXY5	CAYP2_HUMAN	reviewed	Calcyphosin-2 (Calcyphosine-2)	CAPS2 UG0636c06	Homo sapiens (Human)	557
P52907	CAZA1_HUMAN	reviewed	F-actin-capping protein subunit alpha-1 (CapZ alpha-1)	CAPZA1	Homo sapiens (Human)	286
P07858	CATB_HUMAN	reviewed	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	CTSB CPSB	Homo sapiens (Human)	339
Q8WU43	CB015_HUMAN	reviewed	Uncharacterized protein C2orf15	C2orf15	Homo sapiens (Human)	125
Q68DN1	CB016_HUMAN	reviewed	Uncharacterized protein C2orf16	C2orf16	Homo sapiens (Human)	1984
Q6ZSB3	CB046_HUMAN	reviewed	Putative uncharacterized protein encoded by LINC00299	LINC00299 C2orf46 NCRNA00299	Homo sapiens (Human)	139
Q96LS8	CB048_HUMAN	reviewed	Uncharacterized protein C2orf48	C2orf48	Homo sapiens (Human)	159
Q2NKX9	CB068_HUMAN	reviewed	UPF0561 protein C2orf68	C2orf68	Homo sapiens (Human)	166
A6NJV1	CB070_HUMAN	reviewed	UPF0573 protein C2orf70	C2orf70	Homo sapiens (Human)	201
A8MZ97	CB074_HUMAN	reviewed	Uncharacterized protein C2orf74	C2orf74	Homo sapiens (Human)	194
Q9H9S4	CB39L_HUMAN	reviewed	Calcium-binding protein 39-like (Antigen MLAA-34) (MO25beta) (Mo25-like protein)	CAB39L	Homo sapiens (Human)	337
P08185	CBG_HUMAN	reviewed	Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin)	SERPINA6 CBG	Homo sapiens (Human)	405
Q5VU57	CBPC6_HUMAN	reviewed	Cytosolic carboxypeptidase 6 (EC 3.4.17.-) (ATP/GTP-binding protein-like 4)	AGBL4 CCP6	Homo sapiens (Human)	503
O75976	CBPD_HUMAN	reviewed	Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180)	CPD	Homo sapiens (Human)	1380
Q9UPW5	CBPC1_HUMAN	reviewed	Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (ATP/GTP-binding protein 1) (Nervous system nuclear protein induced by axotomy protein 1 homolog)	AGTPBP1 CCP1 KIAA1035 NNA1	Homo sapiens (Human)	1226
P16152	CBR1_HUMAN	reviewed	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.197) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)	CBR1 CBR CRN SDR21C1	Homo sapiens (Human)	277
Q8NEM8	CBPC3_HUMAN	reviewed	Cytosolic carboxypeptidase 3 (EC 3.4.17.-) (ATP/GTP-binding protein-like 3)	AGBL3 CCP3	Homo sapiens (Human)	1001
Q8IYE0	CC146_HUMAN	reviewed	Coiled-coil domain-containing protein 146	CCDC146 KIAA1505	Homo sapiens (Human)	955
O75828	CBR3_HUMAN	reviewed	Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3) (Short chain dehydrogenase/reductase family 21C member 2)	CBR3	Homo sapiens (Human)	277
Q99622	C10_HUMAN	reviewed	Protein C10	C12orf57 C10	Homo sapiens (Human)	126
P0C862	C1T9A_HUMAN	reviewed	Complement C1q and tumor necrosis factor-related protein 9A (Complement C1q and tumor necrosis factor-related protein 9)	C1QTNF9 C1QTNF9A UNQ6503/PRO21380	Homo sapiens (Human)	333
Q86YS7	C2CD5_HUMAN	reviewed	C2 domain-containing protein 5 (C2 domain-containing phosphoprotein of 138 kDa)	C2CD5 CDP138 KIAA0528	Homo sapiens (Human)	1000
Q5T5A4	CA194_HUMAN	reviewed	Uncharacterized protein C1orf194	C1orf194	Homo sapiens (Human)	169
Q9Y376	CAB39_HUMAN	reviewed	Calcium-binding protein 39 (MO25alpha) (Protein Mo25)	CAB39 MO25 CGI-66	Homo sapiens (Human)	341
A0A1B0GU71	C97D2_HUMAN	reviewed	Uncharacterized protein CFAP97D2 (CFAP97 domain-containing protein 2)	CFAP97D2	Homo sapiens (Human)	98
Q8TAB5	CA216_HUMAN	reviewed	UPF0500 protein C1orf216	C1orf216	Homo sapiens (Human)	229
Q7Z3S7	CA2D4_HUMAN	reviewed	Voltage-dependent calcium channel subunit alpha-2/delta-4 (Voltage-gated calcium channel subunit alpha-2/delta-4) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-4; Voltage-dependent calcium channel subunit delta-4]	CACNA2D4	Homo sapiens (Human)	1137
P55289	CAD12_HUMAN	reviewed	Cadherin-12 (Brain cadherin) (BR-cadherin) (Neural type cadherin 2) (N-cadherin 2)	CDH12	Homo sapiens (Human)	794
P55291	CAD15_HUMAN	reviewed	Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin)	CDH15 CDH14 CDH3	Homo sapiens (Human)	814
O75309	CAD16_HUMAN	reviewed	Cadherin-16 (Kidney-specific cadherin) (Ksp-cadherin)	CDH16 UNQ695/PRO1340	Homo sapiens (Human)	829
Q86V35	CABP7_HUMAN	reviewed	Calcium-binding protein 7 (CaBP7) (Calneuron II) (Calneuron-2)	CABP7 CALN2	Homo sapiens (Human)	215
P54284	CACB3_HUMAN	reviewed	Voltage-dependent L-type calcium channel subunit beta-3 (CAB3) (Calcium channel voltage-dependent subunit beta 3)	CACNB3 CACNLB3	Homo sapiens (Human)	484
Q8NFZ8	CADM4_HUMAN	reviewed	Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2)	CADM4 IGSF4C NECL4 TSLL2	Homo sapiens (Human)	388
P10092	CALCB_HUMAN	reviewed	Calcitonin gene-related peptide 2 (Beta-type CGRP) (Beta-CGRP) (Calcitonin gene-related peptide II) (CGRP-II)	CALCB CALC2	Homo sapiens (Human)	127
Q16602	CALRL_HUMAN	reviewed	Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor)	CALCRL CGRPR	Homo sapiens (Human)	461
Q86VP6	CAND1_HUMAN	reviewed	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1)	CAND1 KIAA0829 TIP120 TIP120A	Homo sapiens (Human)	1230
P49069	CAMLG_HUMAN	reviewed	Calcium signal-modulating cyclophilin ligand (CAML)	CAMLG CAML	Homo sapiens (Human)	296
P20807	CAN3_HUMAN	reviewed	Calpain-3 (EC 3.4.22.54) (Calcium-activated neutral proteinase 3) (CANP 3) (Calpain L3) (Calpain p94) (Muscle-specific calcium-activated neutral protease 3) (New calpain 1) (nCL-1)	CAPN3 CANP3 CANPL3 NCL1	Homo sapiens (Human)	821
P04040	CATA_HUMAN	reviewed	Catalase (EC 1.11.1.6)	CAT	Homo sapiens (Human)	527
P08311	CATG_HUMAN	reviewed	Cathepsin G (CG) (EC 3.4.21.20)	CTSG	Homo sapiens (Human)	255
A6NN90	CB081_HUMAN	reviewed	Uncharacterized protein C2orf81	C2orf81	Homo sapiens (Human)	582
Q96KX2	CAZA3_HUMAN	reviewed	F-actin-capping protein subunit alpha-3 (CapZ alpha-3) (CP-alpha-3) (Germ cell-specific protein 3)	CAPZA3 CAPAA3 GSG3	Homo sapiens (Human)	299
P47755	CAZA2_HUMAN	reviewed	F-actin-capping protein subunit alpha-2 (CapZ alpha-2)	CAPZA2	Homo sapiens (Human)	286
P56539	CAV3_HUMAN	reviewed	Caveolin-3 (M-caveolin)	CAV3	Homo sapiens (Human)	151
A6NCS6	CB072_HUMAN	reviewed	Uncharacterized protein C2orf72	C2orf72	Homo sapiens (Human)	295
A6NCI8	CB078_HUMAN	reviewed	Uncharacterized protein C2orf78	C2orf78	Homo sapiens (Human)	922
P0DPF6	CB27B_HUMAN	reviewed	Uncharacterized protein C2orf27B	C2orf27B	Homo sapiens (Human)	209
Q969G5	CAVN3_HUMAN	reviewed	Caveolae-associated protein 3 (Cavin-3) (Protein kinase C delta-binding protein) (Serum deprivation response factor-related gene product that binds to C-kinase) (hSRBC)	CAVIN3 PRKCDBP SRBC	Homo sapiens (Human)	261
P55210	CASP7_HUMAN	reviewed	Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (CMH-1) (ICE-like apoptotic protease 3) (ICE-LAP3) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11]	CASP7 MCH3	Homo sapiens (Human)	303
Q6UXS9	CASPC_HUMAN	reviewed	Inactive caspase-12 (CASP-12)	CASP12 UNQ9415/PRO34398	Homo sapiens (Human)	341
Q86V15	CASZ1_HUMAN	reviewed	Zinc finger protein castor homolog 1 (Castor-related protein) (Putative survival-related protein) (Zinc finger protein 693)	CASZ1 CST SRG ZNF693	Homo sapiens (Human)	1759
P43235	CATK_HUMAN	reviewed	Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X)	CTSK CTSO CTSO2	Homo sapiens (Human)	329
Q5NE16	CATL3_HUMAN	reviewed	Putative inactive cathepsin L-like protein CTSL3P (Cathepsin L3 pseudogene) (HCTSL-s)	CTSL3P CTSL3	Homo sapiens (Human)	218
Q9UBR2	CATZ_HUMAN	reviewed	Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X)	CTSZ	Homo sapiens (Human)	303
Q6P9G0	CB5D1_HUMAN	reviewed	Cytochrome b5 domain-containing protein 1	CYB5D1	Homo sapiens (Human)	228
Q13166	CATR1_HUMAN	reviewed	CATR tumorigenic conversion 1 protein (CATR1.3)	CATR1	Homo sapiens (Human)	79
P15088	CBPA3_HUMAN	reviewed	Mast cell carboxypeptidase A (MC-CPA) (EC 3.4.17.1) (Carboxypeptidase A3)	CPA3	Homo sapiens (Human)	417
Q8N4T0	CBPA6_HUMAN	reviewed	Carboxypeptidase A6 (EC 3.4.17.-)	CPA6 CPAH	Homo sapiens (Human)	437
Q5U5Z8	CBPC2_HUMAN	reviewed	Cytosolic carboxypeptidase 2 (EC 3.4.17.-) (ATP/GTP-binding protein-like 2)	AGBL2 CCP2	Homo sapiens (Human)	902
Q3SXR2	CC036_HUMAN	reviewed	Uncharacterized protein C3orf36	C3orf36	Homo sapiens (Human)	165
Q96BT1	CC049_HUMAN	reviewed	Putative uncharacterized protein C3orf49	C3orf49	Homo sapiens (Human)	292
A1A4F0	CC055_HUMAN	reviewed	Putative uncharacterized protein PQLC2L (PQ-loop repeat-containing protein 2-like)	PQLC2L C3orf55	Homo sapiens (Human)	135
Q8N813	CC056_HUMAN	reviewed	Putative uncharacterized protein C3orf56	C3orf56	Homo sapiens (Human)	242
Q6ZUJ4	CC062_HUMAN	reviewed	Uncharacterized protein C3orf62	C3orf62	Homo sapiens (Human)	267
P0DN24	CC086_HUMAN	reviewed	Uncharacterized protein C3orf86	C3orf86	Homo sapiens (Human)	101
Q86Z20	CC125_HUMAN	reviewed	Coiled-coil domain-containing protein 125 (Protein kenae)	CCDC125 KENAE	Homo sapiens (Human)	511
Q8N4T8	CBR4_HUMAN	reviewed	Carbonyl reductase family member 4 (EC 1.-.-.-) (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.-) (Quinone reductase CBR4) (Short chain dehydrogenase/reductase family 45C member 1)	CBR4 SDR45C1	Homo sapiens (Human)	237
Q96BQ5	CC127_HUMAN	reviewed	Coiled-coil domain-containing protein 127	CCDC127	Homo sapiens (Human)	260
A5D8V7	CC151_HUMAN	reviewed	Coiled-coil domain-containing protein 151	CCDC151	Homo sapiens (Human)	595
P0DN79	CBSL_HUMAN	reviewed	Cystathionine beta-synthase-like protein (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	CBSL	Homo sapiens (Human)	551
A0A0D9SF12	CC163_HUMAN	reviewed	Transmembrane protein CCDC163 (Coiled-coil domain-containing protein 163) (coiled-coil domain containing 163 pseudogene)	CCDC163 C1orf231 CCDC163P	Homo sapiens (Human)	145
P0CW27	CC166_HUMAN	reviewed	Coiled-coil domain-containing protein 166	CCDC166	Homo sapiens (Human)	439
Q9P0B6	CC167_HUMAN	reviewed	Coiled-coil domain-containing protein 167	CCDC167 C6orf129 HSPC265	Homo sapiens (Human)	97
Q6TFL3	CC171_HUMAN	reviewed	Coiled-coil domain-containing protein 171	CCDC171 C9orf93	Homo sapiens (Human)	1326
A0ZSE6	CC50C_HUMAN	reviewed	Cell cycle control protein 50C (Transmembrane protein 30C)	TMEM30CP CDC50C TMEM30C	Homo sapiens (Human)	113
A6NKD9	CC85C_HUMAN	reviewed	Coiled-coil domain-containing protein 85C	CCDC85C	Homo sapiens (Human)	419
Q9GZT6	CC90B_HUMAN	reviewed	Coiled-coil domain-containing protein 90B, mitochondrial	CCDC90B CUA003 MDS011 MDS025	Homo sapiens (Human)	254
Q9UFE4	CCD39_HUMAN	reviewed	Coiled-coil domain-containing protein 39	CCDC39	Homo sapiens (Human)	941
P55773	CCL23_HUMAN	reviewed	C-C motif chemokine 23 (CK-beta-8) (CKB-8) (Macrophage inflammatory protein 3) (MIP-3) (Myeloid progenitor inhibitory factor 1) (MPIF-1) (Small-inducible cytokine A23) [Cleaved into: CCL23(19-99); CCL23(22-99); CCL23(27-99); CCL23(30-99)]	CCL23 MIP3 MPIF1 SCYA23	Homo sapiens (Human)	120
P06307	CCKN_HUMAN	reviewed	Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-58 (CCK58); Cholecystokinin-58 desnonopeptide ((1-49)-CCK58); Cholecystokinin-39 (CCK39); Cholecystokinin-33 (CCK33); Cholecystokinin-25 (CCK25); Cholecystokinin-18 (CCK18); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8); Cholecystokinin-7 (CCK7); Cholecystokinin-5 (CCK5)]	CCK	Homo sapiens (Human)	115
Q8NA47	CCD63_HUMAN	reviewed	Coiled-coil domain-containing protein 63	CCDC63	Homo sapiens (Human)	563
P13500	CCL2_HUMAN	reviewed	C-C motif chemokine 2 (HC11) (Monocyte chemoattractant protein 1) (Monocyte chemotactic and activating factor) (MCAF) (Monocyte chemotactic protein 1) (MCP-1) (Monocyte secretory protein JE) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	Homo sapiens (Human)	99
Q9BR77	CCD77_HUMAN	reviewed	Coiled-coil domain-containing protein 77	CCDC77	Homo sapiens (Human)	488
Q14094	CCNI_HUMAN	reviewed	Cyclin-I	CCNI	Homo sapiens (Human)	377
Q8IV13	CCNJL_HUMAN	reviewed	Cyclin-J-like protein	CCNJL	Homo sapiens (Human)	435
P30279	CCND2_HUMAN	reviewed	G1/S-specific cyclin-D2	CCND2	Homo sapiens (Human)	289
P14635	CCNB1_HUMAN	reviewed	G2/mitotic-specific cyclin-B1	CCNB1 CCNB	Homo sapiens (Human)	433
P24864	CCNE1_HUMAN	reviewed	G1/S-specific cyclin-E1	CCNE1 CCNE	Homo sapiens (Human)	410
Q8N1B3	CCNQ_HUMAN	reviewed	Cyclin-Q (CDK10-activating cyclin) (Cyclin-M) (Cyclin-related protein FAM58A)	CCNQ FAM58A	Homo sapiens (Human)	248
O60563	CCNT1_HUMAN	reviewed	Cyclin-T1 (CycT1) (Cyclin-T)	CCNT1	Homo sapiens (Human)	726
O14618	CCS_HUMAN	reviewed	Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone)	CCS	Homo sapiens (Human)	274
O96020	CCNE2_HUMAN	reviewed	G1/S-specific cyclin-E2	CCNE2	Homo sapiens (Human)	404
P20273	CD22_HUMAN	reviewed	B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22)	CD22 SIGLEC2	Homo sapiens (Human)	847
A7E2U8	CD047_HUMAN	reviewed	UPF0602 protein C4orf47	C4orf47 Chr4_1746	Homo sapiens (Human)	309
O75794	CD123_HUMAN	reviewed	Cell division cycle protein 123 homolog (Protein D123) (HT-1080) (PZ32)	CDC123 C10orf7 D123	Homo sapiens (Human)	336
Q5BLP8	CD048_HUMAN	reviewed	Neuropeptide-like protein C4orf48	C4orf48 Chr4_55	Homo sapiens (Human)	95
P25063	CD24_HUMAN	reviewed	Signal transducer CD24 (Small cell lung carcinoma cluster 4 antigen) (CD antigen CD24)	CD24 CD24A	Homo sapiens (Human)	80
P51946	CCNH_HUMAN	reviewed	Cyclin-H (MO15-associated protein) (p34) (p37)	CCNH	Homo sapiens (Human)	323
P0C7X3	CCYL3_HUMAN	reviewed	Putative cyclin-Y-like protein 3	CCNYL3	Homo sapiens (Human)	344
P28907	CD38_HUMAN	reviewed	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (T10) (CD antigen CD38)	CD38	Homo sapiens (Human)	300
Q8IWY9	CDAN1_HUMAN	reviewed	Codanin-1	CDAN1 UNQ664/PRO1295	Homo sapiens (Human)	1227
P07766	CD3E_HUMAN	reviewed	T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e)	CD3E T3E	Homo sapiens (Human)	207
Q16543	CDC37_HUMAN	reviewed	Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]	CDC37 CDC37A	Homo sapiens (Human)	378
Q9Y426	C2CD2_HUMAN	reviewed	C2 domain-containing protein 2 (Transmembrane protein 24-like)	C2CD2 C21orf25 C21orf258 TMEM24L	Homo sapiens (Human)	696
Q4AC94	C2CD3_HUMAN	reviewed	C2 domain-containing protein 3	C2CD3	Homo sapiens (Human)	2353
Q07021	C1QBP_HUMAN	reviewed	Complement component 1 Q subcomponent-binding protein, mitochondrial (ASF/SF2-associated protein p32) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (gC1q-R protein) (p33) (SF2AP32)	C1QBP GC1QBP HABP1 SF2P32	Homo sapiens (Human)	282
P02747	C1QC_HUMAN	reviewed	Complement C1q subcomponent subunit C	C1QC C1QG	Homo sapiens (Human)	245
Q6ZMU1	C3P1_HUMAN	reviewed	Putative protein C3P1	C3P1	Homo sapiens (Human)	363
B7Z1M9	C2D4D_HUMAN	reviewed	C2 calcium-dependent domain-containing protein 4D	C2CD4D FAM148D	Homo sapiens (Human)	353
O14569	C56D2_HUMAN	reviewed	Cytochrome b561 domain-containing protein 2 (EC 7.2.1.3) (Putative tumor suppressor protein 101F6) (Transmembrane ascorbate ferrireductase)	CYB561D2 101F6 LUCA12.2	Homo sapiens (Human)	222
Q9NS00	C1GLT_HUMAN	reviewed	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (B3Gal-T8) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Beta-1,3-galactosyltransferase) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)	C1GALT1	Homo sapiens (Human)	363
Q6NXN4	D19P1_HUMAN	reviewed	Putative C-mannosyltransferase DPY19L2P1 (EC 2.4.1.-) (Dpy-19-like protein 2 pseudogene 1) (Protein dpy-19 homolog 2-like 1)	DPY19L2P1	Homo sapiens (Human)	242
Q8N1D5	CA158_HUMAN	reviewed	Uncharacterized protein C1orf158	C1orf158	Homo sapiens (Human)	194
Q5VUE5	CA053_HUMAN	reviewed	Uncharacterized protein C1orf53	C1orf53	Homo sapiens (Human)	145
Q9Y6N8	CAD10_HUMAN	reviewed	Cadherin-10 (T2-cadherin)	CDH10	Homo sapiens (Human)	788
Q5JW98	CAHM4_HUMAN	reviewed	Calcium homeostasis modulator protein 4 (Protein FAM26D)	CALHM4 C6orf78 FAM26D UNQ6481/PRO21277	Homo sapiens (Human)	314
P07451	CAH3_HUMAN	reviewed	Carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase III) (Carbonic anhydrase III) (CA-III)	CA3	Homo sapiens (Human)	260
P22748	CAH4_HUMAN	reviewed	Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)	CA4	Homo sapiens (Human)	312
